rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6756,random,random,['BloodBath'],['BloodBath#12237'],[''],5,101,4,0
2,6406,random,random,['drǃbucki'],['drǃbucki#2383'],['p109'],5,34,0,0
3,6280,random,random,['Nikola'],['Nikola#23653'],['p056'],5,62,6,0
4,6220,random,random,['Victory'],['Victory#1116'],['p112'],5,46,4,0
5,6211,random,random,['davy'],['davy#11913'],[''],5,93,13,0
6,6188,random,random,['Phynn9o'],['Phynn9o#2294'],['p111'],5,370,79,0
7,6037,random,random,['검성'],['검성#3272'],[''],5,313,110,0
8,6014,random,random,['DoSa'],['DoSa#31427'],['p073'],5,28,6,0
9,5930,random,random,['juen'],['juen#31445'],[''],4,15,4,0
10,5887,random,random,['Whatever'],['Whatever#31851'],[''],4,118,46,0
11,5845,random,random,['panghu'],['panghu#21169'],['p056'],4,26,0,0
12,5838,random,random,['짠지'],['짠지#3681'],[''],4,142,63,0
13,5829,random,random,['gurada18'],['gurada18#3686'],['p051'],4,49,5,0
14,5762,random,random,['TP60'],['TP60#1751'],[''],4,14,1,0
15,5750,random,random,['Zion'],['Zion#31317'],[''],4,41,14,0
16,5745,random,random,['NavyElk'],['NavyElk#21733'],['p121'],4,63,11,0
17,5741,random,random,['HolyDragon'],['HolyDragon#21184'],['p087'],4,7,0,0
18,5725,random,random,['ilares'],['ilares#2227'],['p050'],4,37,5,0
19,5708,random,random,['Jun'],['Jun#1493'],['p001'],4,24,4,0
20,5707,random,random,['RiceRiceMayb'],['RiceRiceMayb#1712'],[''],4,25,11,0
21,5696,random,random,['Mad'],['Mad#2754'],['p122'],4,13,0,0
22,5662,random,random,['FiR'],['FiR#2198'],[''],4,37,15,0
23,5660,random,random,['ARON'],['ARON#31412'],[''],4,32,7,0
24,5652,random,random,['YibeiKafei'],['YibeiKafei#3381'],[''],4,105,50,0
25,5648,random,random,['ChamP'],['ChamP#12923'],['p002'],4,218,38,0
