rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,8103,all,undead,['Bogus'],['Bogus#1733'],['p122'],6,15,1,0
2,8059,all,human,['그냥그러네'],['그냥그러네#31268'],['p090'],6,47,0,0
3,7934,all,orc,['elitepirate'],['elitepirate#2101'],['p056'],6,47,10,0
4,7829,all,human,['OldBoy'],['OldBoy#21370'],['p119'],6,50,2,0
5,7610,all,undead,['BloodBath'],['BloodBath#12237'],[''],6,182,12,0
6,7058,all,human,['Vlux'],['Vlux#21693'],['p045'],5,39,4,0
7,7045,all,orc,['그냥그러네'],['그냥그러네#31268'],['p090'],5,35,5,0
8,6756,all,random,['BloodBath'],['BloodBath#12237'],[''],5,101,4,0
9,6567,all,human,['Bogus'],['Bogus#1733'],['p122'],5,117,6,0
10,6406,all,random,['drǃbucki'],['drǃbucki#2383'],['p109'],5,34,0,0
11,6405,all,undead,['ZeaL'],['ZeaL#31431'],['p034'],5,11,1,0
12,6393,all,orc,['Marrdreg'],['Marrdreg#1565'],['p004'],5,92,9,0
13,6362,all,night_elf,['PopstarNima'],['PopstarNima#1703'],['p004'],5,14,0,0
14,6324,all,orc,['OldBoy'],['OldBoy#21370'],['p119'],5,48,7,0
15,6303,all,night_elf,['TheAbsolute'],['TheAbsolute#11805'],[''],5,271,24,0
16,6296,all,human,['davy'],['davy#11913'],[''],5,79,6,0
17,6280,all,random,['Nikola'],['Nikola#23653'],['p056'],5,62,6,0
18,6252,all,undead,['davy'],['davy#11913'],[''],5,5,2,0
19,6220,all,random,['Victory'],['Victory#1116'],['p112'],5,46,4,0
20,6219,all,orc,['Boss'],['Boss#35623'],[''],5,74,9,0
21,6211,all,random,['davy'],['davy#11913'],[''],5,93,13,0
22,6202,all,human,['sehnsucht'],['sehnsucht#31604'],['p007'],5,717,173,0
23,6188,all,random,['Phynn9o'],['Phynn9o#2294'],['p111'],5,370,79,0
24,6170,all,undead,['Schatz'],['Schatz#31886'],[''],5,0,5,0
25,6156,all,human,['Qual'],['Qual#31117'],[''],5,43,65,0
26,6146,all,orc,['Andross'],['Andross#1523'],[''],5,55,7,0
27,6142,all,human,['Impulse'],['Impulse#22117'],['p113'],5,135,17,0
28,6133,all,orc,['davy'],['davy#11913'],[''],5,79,4,0
29,6102,all,human,['Zion'],['Zion#31317'],[''],5,132,16,0
30,6083,all,human,['arte'],['arte#21416'],['p093'],5,223,114,0
31,6076,all,undead,['Teutonis'],['Teutonis#2880'],['p068'],5,56,1,0
32,6048,all,orc,['Nineup'],['Nineup#1890'],['p094'],5,26,1,0
33,6041,all,human,['Invigorate'],['Invigorate#21720'],['p081'],5,7,1,0
34,6037,all,random,['검성'],['검성#3272'],[''],5,313,110,0
35,6020,all,night_elf,['turtleoh'],['turtleoh#3816'],[''],5,46,3,0
