rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6906,random,random,['StarBuck'],['StarBuck#2732'],['p110'],5,57,0,0
2,6900,random,random,['Abver'],['Abver#2162'],['p051'],5,11,0,0
3,6819,random,random,['RPTRFoggy'],['RPTRFoggy#2278'],['p004'],5,21,5,0
4,6800,random,random,['jaM'],['jaM#3253'],[''],5,557,179,0
5,6719,random,random,['Deathwing'],['Deathwing#12439'],[''],5,46,4,0
6,6566,random,random,['Susiria'],['Susiria#11313'],[''],5,45,3,0
7,6537,random,random,['SoRdodo'],['SoRdodo#1885'],[''],5,220,77,0
8,6529,random,random,['Axslav'],['Axslav#11455'],[''],5,24,1,0
9,6522,random,random,['Leta'],['Leta#21458'],['p038'],5,58,12,0
10,6461,random,random,['AlyLuna'],['AlyLuna#3589'],[''],5,42,3,0
11,6434,random,random,['SoRdodo'],['SoRdodo#1885'],[''],5,15,3,0
12,6432,random,random,['battlemage99'],['battlemage99#1199'],['p054'],5,33,4,0
13,6370,random,random,['Alexchen'],['Alexchen#1810'],[''],5,42,6,0
14,6354,random,random,['DanGer'],['DanGer#2365'],['p003'],5,47,7,0
15,6353,random,random,['一号铭文'],['一号铭文#3132'],[''],5,40,11,0
16,6340,random,random,['Relax'],['Relax#22275'],['p086'],5,84,31,0
17,6319,random,random,['NadroY'],['NadroY#21612'],['p003'],5,46,13,0
18,6289,random,random,['Debugger'],['Debugger#21154'],['p001'],5,121,52,0
19,6284,random,random,['AiriKijima'],['AiriKijima#1757'],[''],5,109,48,0
20,6276,random,random,['StormWc3'],['StormWc3#2234'],['p051'],5,40,4,0
21,6261,random,random,['May4Dot'],['May4Dot#1127'],[''],5,101,39,0
22,6247,random,random,['Rayne'],['Rayne#1242'],['p055'],5,59,19,0
23,6243,random,random,['yggaM'],['yggaM#21143'],['p116'],5,64,22,0
24,6238,random,random,['Pokey26'],['Pokey26#1244'],['p004'],5,70,20,0
25,6229,random,random,['eureka'],['eureka#11502'],[''],5,35,8,0
