rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6432,,night_elf,"['프라이스', 'ZeaL', 'HaNa']","['프라이스#31675', 'ZeaL#31431', 'HaNa#31135']","['', 'p034', 'p045']",5,93,0,0
2,6431,,random,"['ZeaL', 'HaNa', 'Gazlowe']","['ZeaL#31431', 'HaNa#31135', 'Gazlowe#31807']","['p034', 'p045', '']",5,127,1,0
3,6309,,night_elf,"['프라이스', '그냥그러네', 'HaNa']","['프라이스#31675', '그냥그러네#31268', 'HaNa#31135']","['', 'p090', 'p045']",5,131,1,0
4,6254,,human,"['Chilango', 'Aramis', 'CdkEy']","['Chilango#2420', 'Aramis#21180', 'CdkEy#21655']","['p118', 'p072', 'p092']",5,99,0,0
5,6034,,random,"['그냥그러네', 'HaNa', 'Gazlowe']","['그냥그러네#31268', 'HaNa#31135', 'Gazlowe#31807']","['p090', 'p045', '']",5,192,1,0
6,6006,,random,"['imbaplayer', 'Winter', 'Gazlowe']","['imbaplayer#3547', 'Winter#31540', 'Gazlowe#31807']","['', '', '']",5,117,2,0
7,6000,,human,"['Reaction', 'Kiezel', 'RaZeR']","['Reaction#2600', 'Kiezel#1932', 'RaZeR#23389']","['p069', 'p094', 'p103']",5,109,2,0
8,5978,,orc,"['Thaedalius', 'Kiezel', 'RaZeR']","['Thaedalius#1362', 'Kiezel#1932', 'RaZeR#23389']","['p098', 'p094', 'p103']",4,158,1,0
9,5935,,human,"['Paxa', 'benjiii', 'LoveIyArcher']","['Paxa#21950', 'benjiii#1588', 'LoveIyArcher#1964']","['p121', 'p090', 'p122']",4,80,0,0
10,5884,,orc,"['Jun', 'BloodBath', 'TheEscalator']","['Jun#1493', 'BloodBath#12237', 'TheEscalator#1970']","['p001', '', '']",4,147,2,0
11,5881,,orc,"['Aramis', 'CdkEy', 'ALPHA']","['Aramis#21180', 'CdkEy#21655', 'ALPHA#211874']","['p072', 'p092', 'p119']",4,77,0,0
12,5875,,human,"['JunGle', 'TwisteR', 'Chao7ic']","['JunGle#1724', 'TwisteR#22120', 'Chao7ic#2873']","['p085', 'p109', 'p038']",4,41,0,0
13,5871,,human,"['Teutonis', 'Bogus', 'OldBoy']","['Teutonis#2880', 'Bogus#1733', 'OldBoy#21370']","['p068', 'p122', 'p119']",4,55,1,0
14,5852,,undead,"['Bogus', 'CdkEy', 'OldBoy']","['Bogus#1733', 'CdkEy#21655', 'OldBoy#21370']","['p122', 'p092', 'p119']",4,100,1,0
15,5842,,night_elf,"['BloodBath', 'HUNTERKNOWSU', 'TheEscalator']","['BloodBath#12237', 'HUNTERKNOWSU#2263', 'TheEscalator#1970']","['', 'p068', '']",4,110,0,0
16,5827,,human,"['GlaiveTordu', 'DidierRaoult', 'BlinkInfo']","['GlaiveTordu#2832', 'DidierRaoult#2295', 'BlinkInfo#2926']","['p088', 'p117', 'p032']",4,74,0,0
17,5821,,orc,"['MaxPayNe', 'Zion', 'JerKy']","['MaxPayNe#3137', 'Zion#31317', 'JerKy#31779']","['', '', '']",4,193,12,0
18,5820,,human,"['Sagittate', 'Youngbrave', 'HYPNOTOAD']","['Sagittate#1889', 'Youngbrave#1694', 'HYPNOTOAD#1613']","['p006', '', '']",4,72,0,0
19,5815,,night_elf,"['프라이스', 'HaNa', 'GrassYou']","['프라이스#31675', 'HaNa#31135', 'GrassYou#21591']","['', 'p045', 'p045']",4,64,2,0
20,5806,,human,"['NeoGeN', 'Impulse', 'OldBoy']","['NeoGeN#21872', 'Impulse#22117', 'OldBoy#21370']","['p058', 'p113', 'p119']",4,39,1,0
21,5801,,orc,"['BlackPandas', 'sehnsucht', 'JDK']","['BlackPandas#11924', 'sehnsucht#31604', 'JDK#11328']","['', 'p007', 'p033']",4,66,2,0
22,5801,,orc,"['Opeth', 'Pityn30', 'LDK']","['Opeth#21935', 'Pityn30#2435', 'LDK#21919']","['p092', 'p119', 'p038']",4,81,1,0
23,5800,,orc,"['Zion', 'ShowTime', 'JerKy']","['Zion#31317', 'ShowTime#34896', 'JerKy#31779']","['', '', '']",4,71,1,0
24,5799,,night_elf,"['그냥그러네', 'NoLiet', 'HaNa']","['그냥그러네#31268', 'NoLiet#3910', 'HaNa#31135']","['p090', 'p045', 'p045']",4,59,0,0
25,5793,,night_elf,"['김춘삼', '그냥그러네', 'NoLiet']","['김춘삼#3932', '그냥그러네#31268', 'NoLiet#3910']","['', 'p090', 'p045']",4,41,0,0
26,5787,,orc,"['Zion', 'turtleoh', 'JerKy']","['Zion#31317', 'turtleoh#3816', 'JerKy#31779']","['', '', '']",4,72,2,0
27,5784,,night_elf,"['LiNSiCKeL', 'CRAiGG', 'azadismind']","['LiNSiCKeL#1694', 'CRAiGG#1151', 'azadismind#1665']","['', '', '']",4,232,10,0
28,5760,,undead,"['PanzerWiking', 'Whrisdead', '灰虫']","['PanzerWiking#3392', 'Whrisdead#1818', '灰虫#3736']","['', '', '']",4,47,7,0
29,5751,,orc,"['KsEAfteRShoK', 'BloodBath', 'TheEscalator']","['KsEAfteRShoK#1796', 'BloodBath#12237', 'TheEscalator#1970']","['p008', '', '']",4,111,2,0
30,5730,,night_elf,"['프라이스', '그냥그러네', 'HyoJaManDu']","['프라이스#31675', '그냥그러네#31268', 'HyoJaManDu#31635']","['', 'p090', '']",4,60,2,0
31,5728,,random,"['YOOOOOOOOO', 'cH1LLeR', 'zlAy']","['YOOOOOOOOO#21376', 'cH1LLeR#2698', 'zlAy#2247']","['p102', 'p098', 'p089']",4,35,0,0
32,5713,,undead,"['Impulse', 'Sydris', 'pizzicato']","['Impulse#22117', 'Sydris#21349', 'pizzicato#21763']","['p113', 'p032', 'p003']",4,39,1,0
33,5710,,orc,"['MaxPayNe', 'Zion', '저키']","['MaxPayNe#3137', 'Zion#31317', '저키#3910']","['', '', '']",4,124,12,0
34,5707,,orc,"['MaxPayNe', 'Zion', 'ShowTime']","['MaxPayNe#3137', 'Zion#31317', 'ShowTime#34896']","['', '', '']",4,82,1,0
35,5702,,orc,"['DoSa', 'eMoL', 'hera114']","['DoSa#31427', 'eMoL#31227', 'hera114#3929']","['p073', '', '']",4,43,4,0
36,5696,,orc,"['MaxPayNe', 'Tricky', 'JerKy']","['MaxPayNe#3137', 'Tricky#3454', 'JerKy#31779']","['', '', '']",4,53,1,0
37,5696,,undead,"['ToK', 'KsEAfteRShoK', 'MontuZ']","['ToK#11830', 'KsEAfteRShoK#1796', 'MontuZ#11209']","['p102', 'p008', 'p054']",4,31,0,0
38,5691,,human,"['Invigorate', 'RaZeR', 'OldBoy']","['Invigorate#21720', 'RaZeR#23389', 'OldBoy#21370']","['p081', 'p103', 'p119']",4,31,1,0
39,5688,,random,"['ZeaL', 'HyoJaManDu', 'Gazlowe']","['ZeaL#31431', 'HyoJaManDu#31635', 'Gazlowe#31807']","['p034', '', '']",4,75,0,0
40,5688,,random,"['Teutonis', 'Impulse', 'TimWeber2023']","['Teutonis#2880', 'Impulse#22117', 'TimWeber2023#2384']","['p068', 'p113', 'p121']",4,25,1,0
41,5687,,human,"['Aramis', 'Invigorate', 'CdkEy']","['Aramis#21180', 'Invigorate#21720', 'CdkEy#21655']","['p072', 'p081', 'p092']",4,37,0,0
42,5681,,human,"['Teutonis', 'Invigorate', 'OldBoy']","['Teutonis#2880', 'Invigorate#21720', 'OldBoy#21370']","['p068', 'p081', 'p119']",4,29,0,0
43,5674,,human,"['BearWize', 'Impulse', 'OldBoy']","['BearWize#2687', 'Impulse#22117', 'OldBoy#21370']","['', 'p113', 'p119']",4,27,1,0
44,5673,,orc,"['modest', 'PeNguiN', 'BoX']","['modest#1674', 'PeNguiN#14419', 'BoX#12802']","['', '', '']",4,63,2,0
45,5671,,random,"['그냥그러네', 'HyoJaManDu', 'Gazlowe']","['그냥그러네#31268', 'HyoJaManDu#31635', 'Gazlowe#31807']","['p090', '', '']",4,17,1,0
46,5666,,orc,"['sajber', 'MaN1aC', 'OrangeFury']","['sajber#2424', 'MaN1aC#21660', 'OrangeFury#2923']","['p092', 'p070', 'p079']",4,45,1,0
47,5665,,human,"['veS', 'Wiking', 'SaulApeMan']","['veS#1614', 'Wiking#21750', 'SaulApeMan#2163']","['p106', 'p116', 'p094']",4,22,0,0
48,5662,,night_elf,"['ReignDrops', 'Marrdreg', 'ZipiT']","['ReignDrops#1563', 'Marrdreg#1565', 'ZipiT#11236']","['', 'p004', '']",4,131,6,0
49,5660,,orc,"['Starlight', 'BloodBath', 'TheEscalator']","['Starlight#12675', 'BloodBath#12237', 'TheEscalator#1970']","['', '', '']",4,21,0,0
50,5658,,orc,"['Zion', 'turtleoh', '저키']","['Zion#31317', 'turtleoh#3816', '저키#3910']","['', '', '']",4,30,1,0
51,5651,,human,"['ReignDrops', 'Marrdreg', 'Headshots7']","['ReignDrops#1563', 'Marrdreg#1565', 'Headshots7#1111']","['', 'p004', '']",4,71,2,0
52,5650,,undead,"['프라이스', 'ArrangedTeam', 'zet']","['프라이스#31675', 'ArrangedTeam#3650', 'zet#31118']","['', 'p045', '']",4,16,0,0
53,5648,,night_elf,"['SPECTRE', 'BloodBath', 'Noobshield']","['SPECTRE#11731', 'BloodBath#12237', 'Noobshield#1154']","['', '', '']",4,45,2,0
54,5643,,orc,"['Invigorate', 'CdkEy', 'ALPHA']","['Invigorate#21720', 'CdkEy#21655', 'ALPHA#211874']","['p081', 'p092', 'p119']",4,21,0,0
55,5643,,night_elf,"['MaxPayNe', 'Zion', 'turtleoh']","['MaxPayNe#3137', 'Zion#31317', 'turtleoh#3816']","['', '', '']",4,59,3,0
56,5636,,random,"['MaxPayNe', 'turtleoh', 'Remaster']","['MaxPayNe#3137', 'turtleoh#3816', 'Remaster#31980']","['', '', '']",4,28,2,0
57,5634,,random,"['EnDoZeRo', 'Starlight', 'd4e4']","['EnDoZeRo#1709', 'Starlight#12675', 'd4e4#1378']","['p053', '', '']",4,27,2,0
58,5625,,night_elf,"['TVontheradio', 'Kevin', 'Slayt']","['TVontheradio#2550', 'Kevin#16896', 'Slayt#2163']","['p110', 'p027', 'p047']",4,20,0,0
59,5622,,orc,"['KsEAfteRShoK', 'Sagittate', 'Youngbrave']","['KsEAfteRShoK#1796', 'Sagittate#1889', 'Youngbrave#1694']","['p008', 'p006', '']",4,96,3,0
60,5620,,night_elf,"['Myrulz', 'FraLoS', 'Silezy']","['Myrulz#2371', 'FraLoS#2870', 'Silezy#2993']","['p044', 'p056', 'p004']",4,33,3,0
61,5614,,random,"['ilares', 'Sydris', 'Pityn30']","['ilares#2227', 'Sydris#21349', 'Pityn30#2435']","['p050', 'p032', 'p119']",4,17,1,0
62,5612,,undead,"['Tax', 'BloodBath', 'TheEscalator']","['Tax#11638', 'BloodBath#12237', 'TheEscalator#1970']","['', '', '']",4,38,2,0
63,5610,,undead,"['Twice', 'sehnsucht', 'superKOREAN']","['Twice#3143', 'sehnsucht#31604', 'superKOREAN#31702']","['', 'p007', '']",4,41,1,0
