rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,5865,,orc,"['Tax', 'Starlight', 'Gemetzel', 'TOD']","['Tax#11638', 'Starlight#12675', 'Gemetzel#11271', 'TOD#22283']","['', '', '', '']",4,47,0,0
2,5864,,night_elf,"['Andross', 'ReignDrops', 'TylerOnline', 'Seaphi']","['Andross#1523', 'ReignDrops#1563', 'TylerOnline#11281', 'Seaphi#4432']","['', '', '', '']",4,164,1,0
3,5675,,orc,"['BAoZa', 'PanzerWiking', 'Whrisdead', '灰虫']","['BAoZa#21857', 'PanzerWiking#3392', 'Whrisdead#1818', '灰虫#3736']","['', '', '', '']",4,21,2,0
4,5652,,orc,"['BAoZa', 'PanzerWiking', 'Qzssb', '灰虫']","['BAoZa#21857', 'PanzerWiking#3392', 'Qzssb#1568', '灰虫#3736']","['', '', '', '']",4,37,3,0
5,5639,,random,"['그냥그러네', 'NoLiet', 'HaNa', 'Gazlowe']","['그냥그러네#31268', 'NoLiet#3910', 'HaNa#31135', 'Gazlowe#31807']","['p090', 'p045', 'p045', '']",4,75,0,0
6,5628,,human,"['Chilango', 'Invigorate', 'CdkEy', 'Gemetzel']","['Chilango#2420', 'Invigorate#21720', 'CdkEy#21655', 'Gemetzel#11271']","['p118', 'p081', 'p092', '']",4,74,1,0
7,5592,,human,"['Reaction', 'Thaedalius', 'Kiezel', 'RaZeR']","['Reaction#2600', 'Thaedalius#1362', 'Kiezel#1932', 'RaZeR#23389']","['p069', 'p098', 'p094', 'p103']",4,85,0,0
8,5584,,orc,"['MaxPayNe', 'Zion', 'Remaster', '저키']","['MaxPayNe#3137', 'Zion#31317', 'Remaster#31980', '저키#3910']","['', '', '', '']",4,35,0,0
9,5551,,human,"['imbaplayer', 'Winter', 'Gazlowe', 'RRRB']","['imbaplayer#3547', 'Winter#31540', 'Gazlowe#31807', 'RRRB#31717']","['', '', '', '']",4,16,0,0
10,5546,,orc,"['Alone', 'MaxPayNe', 'Remaster', 'JerKy']","['Alone#3132', 'MaxPayNe#3137', 'Remaster#31980', 'JerKy#31779']","['p085', '', '', '']",4,19,0,0
11,5543,,human,"['BAoZa', 'PanzerWiking', 'Qzssb', 'XinLingDaGe']","['BAoZa#21857', 'PanzerWiking#3392', 'Qzssb#1568', 'XinLingDaGe#3345']","['', '', '', '']",4,28,2,0
12,5533,,orc,"['FanDeBiao', 'AriesRoseTR', '虐杀芒果黑胖狗儿', 'sbk']","['FanDeBiao#2156', 'AriesRoseTR#3218', '虐杀芒果黑胖狗儿#3748', 'sbk#21561']","['', '', '', '']",4,8,0,0
13,5512,,orc,"['MaxPayNe', 'Zion', 'Remaster', 'JerKy']","['MaxPayNe#3137', 'Zion#31317', 'Remaster#31980', 'JerKy#31779']","['', '', '', '']",4,55,1,0
14,5511,,orc,"['Alone', 'MaxPayNe', 'Remaster', '저키']","['Alone#3132', 'MaxPayNe#3137', 'Remaster#31980', '저키#3910']","['p085', '', '', '']",4,9,0,0
15,5505,,night_elf,"['Andross', 'ReignDrops', 'Seaphi', 'Headshots7']","['Andross#1523', 'ReignDrops#1563', 'Seaphi#4432', 'Headshots7#1111']","['', '', '', '']",4,44,0,0
16,5498,,night_elf,"['Ian', 'WC3isruined', 'CanonUser', 'Statuck']","['Ian#13182', 'WC3isruined#1173', 'CanonUser#1311', 'Statuck#1593']","['', '', '', '']",4,23,0,0
17,5492,,random,"['Thaedalius', 'Kiezel', 'ZwarteKat', 'RaZeR']","['Thaedalius#1362', 'Kiezel#1932', 'ZwarteKat#2644', 'RaZeR#23389']","['p098', 'p094', 'p042', 'p103']",4,43,0,0
18,5489,,random,"['Kiezel', 'Invigorate', 'Bogus', 'RaZeR']","['Kiezel#1932', 'Invigorate#21720', 'Bogus#1733', 'RaZeR#23389']","['p094', 'p081', 'p122', 'p103']",4,13,0,0
19,5488,,orc,"['MaxPayNe', 'Zion', 'turtleoh', 'JerKy']","['MaxPayNe#3137', 'Zion#31317', 'turtleoh#3816', 'JerKy#31779']","['', '', '', '']",4,42,1,0
20,5487,,orc,"['Jun', 'eGGhead', 'BloodBath', 'TheEscalator']","['Jun#1493', 'eGGhead#11155', 'BloodBath#12237', 'TheEscalator#1970']","['p001', '', '', '']",4,17,0,0
21,5486,,orc,"['MaxPayNe', 'turtleoh', 'Remaster', 'JerKy']","['MaxPayNe#3137', 'turtleoh#3816', 'Remaster#31980', 'JerKy#31779']","['', '', '', '']",4,33,1,0
22,5483,,orc,"['lesni4ello', 'BlackSky', 'Villain', 'GreenTrees']","['lesni4ello#2899', 'BlackSky#21541', 'Villain#21810', 'GreenTrees#21744']","['p052', 'p029', 'p003', 'p098']",4,31,0,0
23,5479,,orc,"['MaxPayNe', 'Tricky', 'turtleoh', 'Remaster']","['MaxPayNe#3137', 'Tricky#3454', 'turtleoh#3816', 'Remaster#31980']","['', '', '', '']",4,45,0,0
24,5476,,orc,"['MaxPayNe', 'Tricky', 'Europa', 'JerKy']","['MaxPayNe#3137', 'Tricky#3454', 'Europa#31764', 'JerKy#31779']","['', '', '', '']",4,59,4,0
25,5470,,human,"['Witcom', 'HoWarD', 'Monxito', 'Bob1']","['Witcom#21409', 'HoWarD#21143', 'Monxito#2974', 'Bob1#21376']","['p113', 'p121', 'p078', 'p093']",4,21,0,0
