rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6658,all,orc,['Leta'],['Leta#21458'],['p038'],5,112,26,0
2,6639,all,night_elf,['Leta'],['Leta#21458'],['p038'],5,107,27,0
3,6485,all,night_elf,['RiverFlow'],['RiverFlow#1456'],[''],5,183,53,0
4,6453,all,human,['MagicGnome'],['MagicGnome#221204'],['p001'],5,35,3,0
5,6421,all,undead,['Apocalypse'],['Apocalypse#13280'],[''],5,95,25,0
6,6344,all,human,['Changer'],['Changer#21493'],['p092'],5,25,3,0
7,6209,all,human,['hebestar'],['hebestar#1811'],[''],5,120,23,0
8,6156,all,night_elf,['Segunda'],['Segunda#2524'],['p001'],5,48,8,0
9,6021,all,orc,['RiverFlow'],['RiverFlow#1456'],[''],5,19,2,0
10,5996,all,orc,['Templario'],['Templario#11745'],[''],4,21,2,0
11,5984,all,undead,['Blast'],['Blast#22768'],['p109'],4,68,11,0
12,5872,all,random,['RiverFlow'],['RiverFlow#1456'],[''],4,16,1,0
13,5860,all,orc,['Action'],['Action#21630'],['p085'],4,55,16,0
14,5844,all,orc,['Bheren'],['Bheren#1734'],['p094'],4,108,39,0
15,5843,all,human,['TriFract'],['TriFract#2981'],['p070'],4,86,6,0
16,5825,all,random,['hebestar'],['hebestar#1811'],[''],4,47,26,0
17,5820,all,human,['Al007'],['Al007#11438'],[''],4,317,178,0
18,5770,all,orc,['Will'],['Will#11406'],[''],4,156,94,0
19,5763,all,human,['Hiro'],['Hiro#22106'],['p004'],4,36,10,0
20,5706,all,random,['SimYaël'],['SimYaël#2351'],['p042'],4,300,199,0
21,5691,all,undead,['Little33'],['Little33#2579'],[''],4,286,202,0
22,5625,all,human,['MisterWinner'],['MisterWinner#21927'],['p031'],4,36,24,0
23,5612,all,night_elf,['AnimeExpert'],['AnimeExpert#2728'],['p016'],4,74,9,0
24,5605,all,orc,['Eico'],['Eico#21745'],['p034'],4,82,59,0
25,5593,all,night_elf,['HarrroPrease'],['HarrroPrease#1892'],[''],4,788,503,0
26,5569,all,orc,['PapaHola'],['PapaHola#2782'],['p074'],4,196,125,0
27,5536,all,human,['Ganji'],['Ganji#21187'],['p027'],4,1021,714,0
28,5524,all,human,['Psyca'],['Psyca#11785'],[''],4,132,45,0
29,5513,all,human,['Utopi'],['Utopi#21783'],['p109'],4,58,32,0
30,5510,all,orc,['tevio'],['tevio#21763'],['p004'],4,8,0,0
31,5486,all,undead,['doney'],['doney#2881'],['p022'],4,24,11,0
32,5446,all,human,['EliteSAric'],['EliteSAric#2117'],['p039'],4,26,15,0
33,5429,all,night_elf,['Wombat'],['Wombat#12632'],[''],4,347,185,0
34,5418,all,human,['warwarwar'],['warwarwar#21864'],[''],4,7,0,0
35,5404,all,human,['진주'],['진주#3932'],['p071'],4,186,129,0
36,5401,all,random,['FrankElefant'],['FrankElefant#2340'],['p069'],4,11,2,0
37,5388,all,night_elf,['rootUser'],['rootUser#11943'],[''],4,390,224,0
38,5386,all,undead,['Necromanccer'],['Necromanccer#2867'],['p043'],4,393,239,0
39,5379,all,undead,['DonLee'],['DonLee#21275'],['p039'],4,223,146,0
40,5376,all,human,['DonLee'],['DonLee#21275'],['p039'],4,5,1,0
41,5372,all,human,['K11'],['K11#21335'],['p002'],4,87,5,0
42,5358,all,night_elf,['DragonbornBR'],['DragonbornBR#11769'],['p045'],4,723,523,0
43,5341,all,undead,['danfengye'],['danfengye#2411'],['p107'],4,149,93,0
44,5335,all,random,['Galen'],['Galen#11398'],[''],4,127,69,0
45,5330,all,night_elf,['DemonHunter'],['DemonHunter#22409'],['p085'],4,377,296,0
46,5296,all,orc,['r3mba'],['r3mba#2770'],['p094'],4,90,12,0
47,5295,all,random,['Megabear'],['Megabear#11991'],[''],4,171,131,0
48,5293,all,undead,['YamaKan'],['YamaKan#11563'],[''],4,88,53,0
49,5290,all,undead,['ZuTaN'],['ZuTaN#21124'],['p083'],4,453,302,0
50,5287,all,human,['T4xus'],['T4xus#2783'],['p032'],4,543,406,0
51,5275,all,random,['Ingrimmsch'],['Ingrimmsch#2145'],['p009'],4,172,129,0
52,5265,all,orc,['Gandalf'],['Gandalf#27964'],['p002'],4,69,47,0
53,5258,all,random,['YDRY'],['YDRY#21142'],['p035'],4,6,2,0
54,5257,all,orc,['Sl4sH'],['Sl4sH#11314'],['p038'],4,48,50,0
55,5257,all,orc,['noname'],['noname#29316'],['p038'],4,56,47,0
56,5247,all,random,['Vassoura'],['Vassoura#11279'],[''],4,66,37,0
57,5234,all,night_elf,['StarStreem'],['StarStreem#1315'],[''],4,124,44,0
58,5233,all,human,['WolfWarriors'],['WolfWarriors#31617'],['p027'],4,97,65,0
59,5231,all,human,['Malefikh'],['Malefikh#2331'],['p001'],4,22,10,0
60,5211,all,human,['Rittscher'],['Rittscher#2696'],['p001'],4,92,64,0
61,5203,all,random,['Jin'],['Jin#16263'],[''],4,73,52,0
62,5199,all,undead,['BOSSSALEEN'],['BOSSSALEEN#1382'],[''],4,33,29,0
63,5193,all,human,['StephenZhou'],['StephenZhou#11101'],[''],4,210,143,0
64,5193,all,human,['TonyMontana'],['TonyMontana#21901'],[''],4,450,323,0
65,5171,all,night_elf,['NightWind'],['NightWind#21282'],[''],4,67,28,0
66,5171,all,human,['BobDealer'],['BobDealer#2426'],['p002'],4,114,87,0
67,5170,all,night_elf,['ROCKENROLLA'],['ROCKENROLLA#1711'],[''],4,30,16,0
68,5164,all,undead,['Yordan'],['Yordan#2893'],['p007'],4,112,81,0
69,5163,all,human,['AUV2020'],['AUV2020#2817'],['p072'],4,136,109,0
70,5157,all,undead,['Dauntless'],['Dauntless#21253'],[''],4,85,14,0
71,5147,all,orc,['DonLee'],['DonLee#21275'],['p039'],4,28,29,0
72,5143,all,orc,['FaCe2FaCe'],['FaCe2FaCe#21377'],['p057'],4,106,82,0
73,5140,all,orc,['JayWangansta'],['JayWangansta#1463'],[''],4,47,15,0
74,5121,all,human,['HeirofAngmar'],['HeirofAngmar#2671'],['p090'],4,207,148,0
75,5120,all,orc,['Deornoth'],['Deornoth#1779'],['p095'],4,523,413,0
