rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6010,human,human,['OldBoy'],['OldBoy#21370'],['p119'],5,40,6,0
2,5954,human,human,['amrolay'],['amrolay'],[''],4,30,7,0
3,5950,human,human,['sehnsucht'],['sehnsucht#31604'],['p007'],4,22,3,0
4,5900,human,human,['StickyHands'],['StickyHands#2653'],['p027'],4,18,2,0
5,5884,human,human,['Ultra'],['Ultra#22935'],['p106'],4,18,4,0
6,5867,human,human,['Zion'],['Zion#31317'],[''],4,20,5,0
7,5854,human,human,['mumufighter'],['mumufighter#21125'],['p036'],4,35,12,0
8,5797,human,human,['Gatored'],['Gatored#2568'],[''],4,18,3,0
9,5781,human,human,['Lord0FHatred'],['Lord0FHatred#2126'],['p051'],4,15,2,0
10,5773,human,human,['한예유찬'],['한예유찬#3391'],[''],4,17,2,0
11,5704,human,human,['천년의사랑'],['천년의사랑#31973'],[''],4,15,1,0
12,5677,human,human,['ToughMint'],['ToughMint#3756'],[''],4,15,3,0
13,5667,human,human,['syNtec'],['syNtec#21170'],['p018'],4,7,2,0
14,5658,human,human,['Gemetzel'],['Gemetzel#11271'],[''],4,73,38,0
15,5655,human,human,['AngryPenguin'],['AngryPenguin#21599'],['p051'],4,15,3,0
16,5650,human,human,['Ran'],['Ran#31267'],[''],4,24,11,0
17,5611,human,human,['Niferpitou'],['Niferpitou#1917'],[''],4,10,2,0
18,5608,human,human,['CrapGrenade'],['CrapGrenade#2508'],['p070'],4,23,9,0
19,5574,human,human,['ssb'],['ssb#2862'],['p031'],4,70,36,0
20,5571,human,human,['NOEASYWAYOUT'],['NOEASYWAYOUT#2381'],['p091'],4,53,26,0
21,5569,human,human,['Count'],['Count#1250'],[''],4,30,14,0
22,5555,human,human,['Senti'],['Senti#2698'],['p029'],4,5,2,0
23,5552,human,human,['Madrack'],['Madrack#2693'],['p093'],4,89,47,0
24,5548,human,human,['GoStopper'],['GoStopper#2381'],['p093'],4,9,3,0
25,5547,human,human,['DesTrr0'],['DesTrr0#2165'],['p093'],4,8,2,0
