rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6356,all,human,['Aramis'],['Aramis#21180'],['p088'],5,55,0,0
2,6214,all,random,['Phynn9o'],['Phynn9o#2294'],['p111'],5,40,3,0
3,6176,all,orc,['Marrdreg'],['Marrdreg#1565'],['p004'],5,109,7,0
4,6047,all,random,['Victory'],['Victory#1116'],['p112'],5,41,7,0
5,6039,all,random,['davy'],['davy#11913'],[''],5,29,5,0
6,5912,all,undead,['ZipiT'],['ZipiT#11236'],[''],4,68,4,0
7,5892,all,human,['Headshots7'],['Headshots7#1111'],[''],4,48,5,0
8,5892,all,orc,['Anythings'],['Anythings#2698'],['p119'],4,34,1,0
9,5867,all,orc,['ALPHA'],['ALPHA#211874'],['p119'],4,32,0,0
10,5867,all,random,['IAmTheLiquor'],['IAmTheLiquor#21103'],['p110'],4,24,5,0
11,5852,all,human,['FlukeWin'],['FlukeWin#1776'],['p019'],4,36,13,0
12,5797,all,night_elf,['Whatever'],['Whatever#31851'],[''],4,43,18,0
13,5791,all,random,['Nikola'],['Nikola#23653'],['p056'],4,12,0,0
14,5789,all,undead,['ReignDrops'],['ReignDrops#1563'],[''],4,86,11,0
15,5783,all,orc,['Mladenovic'],['Mladenovic#2452'],['p012'],4,26,10,0
16,5781,all,night_elf,['Headshots7'],['Headshots7#1111'],[''],4,18,2,0
17,5709,all,random,['WGhost'],['WGhost#11846'],[''],4,18,6,0
18,5703,all,human,['ChamP'],['ChamP#12923'],['p002'],4,51,12,0
19,5661,all,random,['kor'],['kor#21693'],['p022'],4,12,0,0
20,5659,all,undead,['NicholasHau'],['NicholasHau#6445'],['p040'],4,21,3,0
21,5655,all,human,['궁데이사냥꾼'],['궁데이사냥꾼#3117'],[''],4,34,15,0
22,5654,all,random,['juen'],['juen#31445'],[''],4,21,8,0
23,5649,all,orc,['FuckYourAss'],['FuckYourAss#31309'],[''],4,16,7,0
24,5642,all,random,['Ebayhg'],['Ebayhg#1533'],[''],4,13,4,0
25,5624,all,human,['Profe6'],['Profe6#1945'],['p001'],4,17,4,0
26,5619,all,orc,['katana0815'],['katana0815#1180'],['p036'],4,21,5,0
27,5609,all,undead,['MaxPayNe'],['MaxPayNe#3137'],[''],4,15,3,0
28,5609,all,orc,['HoldrivHodor'],['HoldrivHodor#2686'],[''],4,30,14,0
29,5604,all,random,['Bogus'],['Bogus#1733'],['p079'],4,25,1,0
30,5601,all,random,['GordoBobo'],['GordoBobo#1361'],[''],4,41,8,0
31,5596,all,human,['thys'],['thys#2993'],['p055'],4,11,1,0
32,5592,all,human,['Yamidante'],['Yamidante#2748'],[''],4,9,3,0
33,5592,all,orc,['juen'],['juen#31445'],[''],4,7,2,0
34,5592,all,undead,['doctor1408'],['doctor1408#2680'],[''],4,11,1,0
