rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,5865,,orc,"['Tax', 'Starlight', 'Gemetzel', 'TOD']","['Tax#11638', 'Starlight#12675', 'Gemetzel#11271', 'TOD#22283']","['', '', '', '']",4,47,0,0
2,5864,,night_elf,"['Andross', 'ReignDrops', 'TylerOnline', 'Seaphi']","['Andross#1523', 'ReignDrops#1563', 'TylerOnline#11281', 'Seaphi#4432']","['', '', '', '']",4,164,1,0
3,5675,,orc,"['BAoZa', 'PanzerWiking', 'Whrisdead', '灰虫']","['BAoZa#21857', 'PanzerWiking#3392', 'Whrisdead#1818', '灰虫#3736']","['', '', '', '']",4,21,2,0
4,5652,,orc,"['BAoZa', 'PanzerWiking', 'Qzssb', '灰虫']","['BAoZa#21857', 'PanzerWiking#3392', 'Qzssb#1568', '灰虫#3736']","['', '', '', '']",4,37,3,0
5,5639,,random,"['그냥그러네', 'NoLiet', 'HaNa', 'Gazlowe']","['그냥그러네#31268', 'NoLiet#3910', 'HaNa#31135', 'Gazlowe#31807']","['p090', 'p045', 'p045', '']",4,75,0,0
6,5628,,human,"['Chilango', 'Invigorate', 'CdkEy', 'Gemetzel']","['Chilango#2420', 'Invigorate#21720', 'CdkEy#21655', 'Gemetzel#11271']","['p118', 'p081', 'p092', '']",4,74,1,0
7,5592,,human,"['Reaction', 'Thaedalius', 'Kiezel', 'RaZeR']","['Reaction#2600', 'Thaedalius#1362', 'Kiezel#1932', 'RaZeR#23389']","['p069', 'p098', 'p094', 'p103']",4,85,0,0
8,5584,,orc,"['MaxPayNe', 'Zion', 'Remaster', '저키']","['MaxPayNe#3137', 'Zion#31317', 'Remaster#31980', '저키#3910']","['', '', '', '']",4,35,0,0
9,5551,,human,"['imbaplayer', 'Winter', 'Gazlowe', 'RRRB']","['imbaplayer#3547', 'Winter#31540', 'Gazlowe#31807', 'RRRB#31717']","['', '', '', '']",4,16,0,0
10,5546,,orc,"['Alone', 'MaxPayNe', 'Remaster', 'JerKy']","['Alone#3132', 'MaxPayNe#3137', 'Remaster#31980', 'JerKy#31779']","['p085', '', '', '']",4,19,0,0
