rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6616,all,orc,['Bichon'],['Bichon#31901'],[''],5,76,7,0
2,6528,all,orc,['Henke'],['Henke#21148'],['p076'],5,35,0,0
3,6464,all,night_elf,['Gaebolgfans'],['Gaebolgfans#1784'],[''],5,30,0,0
4,6461,all,night_elf,['Ichbinandrew'],['Ichbinandrew#3297'],[''],5,110,35,0
5,6456,all,night_elf,['r54'],['r54#3374'],[''],5,80,13,0
6,6392,all,orc,['Unknown'],['Unknown#26983'],['p086'],5,34,4,0
7,6391,all,undead,['Blast'],['Blast#22768'],['p109'],5,32,1,0
8,6386,all,night_elf,['FC3S'],['FC3S#11434'],['p045'],5,19,1,0
9,6385,all,human,['SsuSsu'],['SsuSsu#31257'],['p028'],5,22,1,0
10,6381,all,human,['Leta'],['Leta#21458'],['p038'],5,18,1,0
11,6350,all,orc,['Pjotr'],['Pjotr#21594'],['p095'],5,22,1,0
12,6332,all,night_elf,['goods'],['goods#31869'],[''],5,44,8,0
13,6322,all,night_elf,['UAM83'],['UAM83#1333'],[''],5,20,0,0
14,6303,all,orc,['Ryg'],['Ryg#21340'],[''],5,50,12,0
15,6303,all,orc,['SushiCore'],['SushiCore#2867'],['p121'],5,17,0,0
16,6300,all,human,['Avernus'],['Avernus#2393'],['p111'],5,17,0,0
17,6300,all,human,['SsuSsu'],['SsuSsu#31257'],['p028'],5,41,5,0
18,6295,all,night_elf,['꽃미남'],['꽃미남#3963'],[''],5,14,0,0
19,6281,all,orc,['Tojara'],['Tojara#21532'],['p034'],5,30,1,0
20,6270,all,human,['nidedadiao'],['nidedadiao#1761'],[''],5,22,1,0
21,6263,all,orc,['Balthier'],['Balthier#21393'],[''],5,20,0,0
22,6262,all,night_elf,['AccCreate'],['AccCreate#11956'],['p045'],5,41,7,0
23,6243,all,human,['BoX'],['BoX#12802'],[''],5,16,0,0
24,6235,all,random,['Bichon'],['Bichon#31901'],[''],5,27,5,0
25,6228,all,orc,['Ryg'],['Ryg#21340'],[''],5,15,0,0
26,6222,all,orc,['Axslav'],['Axslav#11455'],[''],5,17,0,0
27,6219,all,orc,['AbuseAboutME'],['AbuseAboutME#2366'],['p094'],5,60,17,0
28,6219,all,night_elf,['fenerbahce'],['fenerbahce#21691'],['p031'],5,29,7,0
29,6217,all,random,['Teddster'],['Teddster#1274'],['p036'],5,19,1,0
30,6209,all,undead,['OldMateDad'],['OldMateDad#1638'],['p039'],5,30,7,0
31,6203,all,human,['MagicGnome'],['MagicGnome#221204'],['p001'],5,17,0,0
32,6202,all,human,['mylonelydeer'],['mylonelydeer#2661'],['p027'],5,19,1,0
33,6202,all,undead,['oT100u'],['oT100u#2291'],['p119'],5,104,37,0
34,6189,all,orc,['HelloFriend'],['HelloFriend#21126'],['p085'],5,14,0,0
35,6187,all,orc,['Leta'],['Leta#21458'],['p038'],5,21,5,0
