rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6432,,night_elf,"['프라이스', 'ZeaL', 'HaNa']","['프라이스#31675', 'ZeaL#31431', 'HaNa#31135']","['', 'p034', 'p045']",5,93,0,0
2,6431,,random,"['ZeaL', 'HaNa', 'Gazlowe']","['ZeaL#31431', 'HaNa#31135', 'Gazlowe#31807']","['p034', 'p045', '']",5,127,1,0
3,6309,,night_elf,"['프라이스', '그냥그러네', 'HaNa']","['프라이스#31675', '그냥그러네#31268', 'HaNa#31135']","['', 'p090', 'p045']",5,131,1,0
4,6255,,human,"['Chilango', 'Aramis', 'CdkEy']","['Chilango#2420', 'Aramis#21180', 'CdkEy#21655']","['p118', 'p072', 'p092']",5,102,0,0
5,6034,,random,"['그냥그러네', 'HaNa', 'Gazlowe']","['그냥그러네#31268', 'HaNa#31135', 'Gazlowe#31807']","['p090', 'p045', '']",5,192,1,0
6,6006,,random,"['imbaplayer', 'Winter', 'Gazlowe']","['imbaplayer#3547', 'Winter#31540', 'Gazlowe#31807']","['', '', '']",5,117,2,0
7,6000,,human,"['Reaction', 'Kiezel', 'RaZeR']","['Reaction#2600', 'Kiezel#1932', 'RaZeR#23389']","['p069', 'p094', 'p103']",5,109,2,0
8,5978,,orc,"['Thaedalius', 'Kiezel', 'RaZeR']","['Thaedalius#1362', 'Kiezel#1932', 'RaZeR#23389']","['p098', 'p094', 'p103']",4,158,1,0
9,5935,,human,"['Paxa', 'benjiii', 'LoveIyArcher']","['Paxa#21950', 'benjiii#1588', 'LoveIyArcher#1964']","['p121', 'p090', 'p122']",4,80,0,0
10,5884,,orc,"['Jun', 'BloodBath', 'TheEscalator']","['Jun#1493', 'BloodBath#12237', 'TheEscalator#1970']","['p001', '', '']",4,147,2,0
11,5881,,orc,"['Aramis', 'CdkEy', 'ALPHA']","['Aramis#21180', 'CdkEy#21655', 'ALPHA#211874']","['p072', 'p092', 'p119']",4,77,0,0
12,5875,,human,"['JunGle', 'TwisteR', 'Chao7ic']","['JunGle#1724', 'TwisteR#22120', 'Chao7ic#2873']","['p085', 'p109', 'p038']",4,41,0,0
13,5871,,human,"['Teutonis', 'Bogus', 'OldBoy']","['Teutonis#2880', 'Bogus#1733', 'OldBoy#21370']","['p068', 'p122', 'p119']",4,55,1,0
14,5852,,undead,"['Bogus', 'CdkEy', 'OldBoy']","['Bogus#1733', 'CdkEy#21655', 'OldBoy#21370']","['p122', 'p092', 'p119']",4,100,1,0
15,5842,,night_elf,"['BloodBath', 'HUNTERKNOWSU', 'TheEscalator']","['BloodBath#12237', 'HUNTERKNOWSU#2263', 'TheEscalator#1970']","['', 'p068', '']",4,110,0,0
16,5827,,human,"['GlaiveTordu', 'DidierRaoult', 'BlinkInfo']","['GlaiveTordu#2832', 'DidierRaoult#2295', 'BlinkInfo#2926']","['p088', 'p117', 'p032']",4,74,0,0
17,5821,,orc,"['MaxPayNe', 'Zion', 'JerKy']","['MaxPayNe#3137', 'Zion#31317', 'JerKy#31779']","['', '', '']",4,193,12,0
18,5820,,human,"['Sagittate', 'Youngbrave', 'HYPNOTOAD']","['Sagittate#1889', 'Youngbrave#1694', 'HYPNOTOAD#1613']","['p006', '', '']",4,72,0,0
19,5815,,night_elf,"['프라이스', 'HaNa', 'GrassYou']","['프라이스#31675', 'HaNa#31135', 'GrassYou#21591']","['', 'p045', 'p045']",4,64,2,0
20,5806,,human,"['NeoGeN', 'Impulse', 'OldBoy']","['NeoGeN#21872', 'Impulse#22117', 'OldBoy#21370']","['p058', 'p113', 'p119']",4,39,1,0
21,5801,,orc,"['BlackPandas', 'sehnsucht', 'JDK']","['BlackPandas#11924', 'sehnsucht#31604', 'JDK#11328']","['', 'p007', 'p033']",4,66,2,0
22,5801,,orc,"['Opeth', 'Pityn30', 'LDK']","['Opeth#21935', 'Pityn30#2435', 'LDK#21919']","['p092', 'p119', 'p038']",4,81,1,0
23,5800,,orc,"['Zion', 'ShowTime', 'JerKy']","['Zion#31317', 'ShowTime#34896', 'JerKy#31779']","['', '', '']",4,71,1,0
24,5799,,night_elf,"['그냥그러네', 'NoLiet', 'HaNa']","['그냥그러네#31268', 'NoLiet#3910', 'HaNa#31135']","['p090', 'p045', 'p045']",4,59,0,0
25,5793,,night_elf,"['김춘삼', '그냥그러네', 'NoLiet']","['김춘삼#3932', '그냥그러네#31268', 'NoLiet#3910']","['', 'p090', 'p045']",4,41,0,0
51,5651,,human,"['ReignDrops', 'Marrdreg', 'Headshots7']","['ReignDrops#1563', 'Marrdreg#1565', 'Headshots7#1111']","['', 'p004', '']",4,71,2,0
52,5650,,undead,"['프라이스', 'ArrangedTeam', 'zet']","['프라이스#31675', 'ArrangedTeam#3650', 'zet#31118']","['', 'p045', '']",4,16,0,0
53,5648,,night_elf,"['SPECTRE', 'BloodBath', 'Noobshield']","['SPECTRE#11731', 'BloodBath#12237', 'Noobshield#1154']","['', '', '']",4,45,2,0
54,5644,,night_elf,"['MaxPayNe', 'Zion', 'turtleoh']","['MaxPayNe#3137', 'Zion#31317', 'turtleoh#3816']","['', '', '']",4,60,3,0
55,5643,,orc,"['Invigorate', 'CdkEy', 'ALPHA']","['Invigorate#21720', 'CdkEy#21655', 'ALPHA#211874']","['p081', 'p092', 'p119']",4,21,0,0
56,5636,,random,"['MaxPayNe', 'turtleoh', 'Remaster']","['MaxPayNe#3137', 'turtleoh#3816', 'Remaster#31980']","['', '', '']",4,28,2,0
57,5634,,random,"['EnDoZeRo', 'Starlight', 'd4e4']","['EnDoZeRo#1709', 'Starlight#12675', 'd4e4#1378']","['p053', '', '']",4,27,2,0
58,5625,,night_elf,"['TVontheradio', 'Kevin', 'Slayt']","['TVontheradio#2550', 'Kevin#16896', 'Slayt#2163']","['p110', 'p027', 'p047']",4,20,0,0
59,5622,,orc,"['KsEAfteRShoK', 'Sagittate', 'Youngbrave']","['KsEAfteRShoK#1796', 'Sagittate#1889', 'Youngbrave#1694']","['p008', 'p006', '']",4,96,3,0
60,5620,,night_elf,"['Myrulz', 'FraLoS', 'Silezy']","['Myrulz#2371', 'FraLoS#2870', 'Silezy#2993']","['p044', 'p056', 'p004']",4,33,3,0
61,5614,,random,"['ilares', 'Sydris', 'Pityn30']","['ilares#2227', 'Sydris#21349', 'Pityn30#2435']","['p050', 'p032', 'p119']",4,17,1,0
62,5612,,undead,"['Tax', 'BloodBath', 'TheEscalator']","['Tax#11638', 'BloodBath#12237', 'TheEscalator#1970']","['', '', '']",4,38,2,0
63,5610,,undead,"['Twice', 'sehnsucht', 'superKOREAN']","['Twice#3143', 'sehnsucht#31604', 'superKOREAN#31702']","['', 'p007', '']",4,41,1,0
64,5602,,random,"['MaxPayNe', 'Zion', 'Remaster']","['MaxPayNe#3137', 'Zion#31317', 'Remaster#31980']","['', '', '']",4,35,2,0
65,5601,,orc,"['MaxPayNe', 'Tricky', 'Remaster']","['MaxPayNe#3137', 'Tricky#3454', 'Remaster#31980']","['', '', '']",4,31,0,0
66,5601,,human,"['Impulse', 'Nazdreg', 'OldBoy']","['Impulse#22117', 'Nazdreg#2147', 'OldBoy#21370']","['p113', 'p044', 'p119']",4,22,0,0
67,5596,,orc,"['Bogus', 'OldBoy', 'ALPHA']","['Bogus#1733', 'OldBoy#21370', 'ALPHA#211874']","['p122', 'p119', 'p119']",4,27,0,0
68,5591,,orc,"['turtleoh', 'Remaster', 'JerKy']","['turtleoh#3816', 'Remaster#31980', 'JerKy#31779']","['', '', '']",4,22,1,0
69,5589,,orc,"['CorrosiveC', 'Sagittate', 'Youngbrave']","['CorrosiveC#1525', 'Sagittate#1889', 'Youngbrave#1694']","['', 'p006', '']",4,88,3,0
70,5586,,human,"['Marrdreg', 'Headshots7', 'ZipiT']","['Marrdreg#1565', 'Headshots7#1111', 'ZipiT#11236']","['p004', '', '']",4,49,1,0
71,5584,,night_elf,"['SanGOghost', 'MaxPayNe', 'turtleoh']","['SanGOghost#41605', 'MaxPayNe#3137', 'turtleoh#3816']","['p068', '', '']",4,21,0,0
72,5583,,orc,"['Pityn30', 'TheLeash', 'LDK']","['Pityn30#2435', 'TheLeash#2846', 'LDK#21919']","['p119', 'p019', 'p038']",4,45,2,0
73,5582,,undead,"['CorrosiveC', 'Youngbrave', 'HYPNOTOAD']","['CorrosiveC#1525', 'Youngbrave#1694', 'HYPNOTOAD#1613']","['', '', '']",4,26,0,0
74,5581,,human,"['한예유찬', 'lady', '휴망이']","['한예유찬#3391', 'lady#31294', '휴망이#3764']","['', '', '']",4,18,0,0
75,5581,,random,"['Desto', 'Mad', 'panghu']","['Desto#21388', 'Mad#2754', 'panghu#21169']","['p117', 'p122', 'p056']",4,34,2,0
101,5534,,human,"['참피온', 'Tricky', 'humanking']","['참피온#3732', 'Tricky#3454', 'humanking#31529']","['p033', '', '']",4,26,3,0
102,5530,,random,"['EchoGoodman', 'Eddie', 'Colorado16']","['EchoGoodman#2734', 'Eddie#1769', 'Colorado16#11383']","['p052', '', '']",4,15,0,0
103,5527,,random,"['EnDoZeRo', 'Starlight', 'BloodBath']","['EnDoZeRo#1709', 'Starlight#12675', 'BloodBath#12237']","['p053', '', '']",4,15,0,0
104,5527,,night_elf,"['KsEAfteRShoK', 'Youngbrave', 'HYPNOTOAD']","['KsEAfteRShoK#1796', 'Youngbrave#1694', 'HYPNOTOAD#1613']","['p008', '', '']",4,19,0,0
105,5526,,human,"['Chausset', 'RemiChausset', 'slaffzaren']","['Chausset#2577', 'RemiChausset#1501', 'slaffzaren#2450']","['p072', 'p056', 'p032']",4,114,8,0
106,5525,,human,"['Starlight', 'davy', 'sehnsucht']","['Starlight#12675', 'davy#11913', 'sehnsucht#31604']","['', '', 'p007']",4,16,0,0
107,5525,,orc,"['MaxPayNe', 'Europa', 'JerKy']","['MaxPayNe#3137', 'Europa#31764', 'JerKy#31779']","['', '', '']",4,22,0,0
108,5524,,orc,"['AimC', 'Aske', 'baldr']","['AimC#2103', 'Aske#2828', 'baldr#2157']","['p045', 'p029', 'p096']",4,38,5,0
109,5524,,orc,"['OHYEAH', 'JunGle', 'Chao7ic']","['OHYEAH#21243', 'JunGle#1724', 'Chao7ic#2873']","['p075', 'p085', 'p038']",4,15,0,0
110,5523,,human,"['ToK', 'MontuZ', 'sehnsucht']","['ToK#11830', 'MontuZ#11209', 'sehnsucht#31604']","['p102', 'p054', 'p007']",4,14,0,0
111,5522,,human,"['BloodBath', 'Marrdreg', 'Headshots7']","['BloodBath#12237', 'Marrdreg#1565', 'Headshots7#1111']","['', 'p004', '']",4,13,0,0
112,5521,,undead,"['PhoeNixFaST', 'HyoJaManDu', 'UJJULTV']","['PhoeNixFaST#2640', 'HyoJaManDu#31635', 'UJJULTV#3761']","['p050', '', '']",4,14,0,0
113,5521,,orc,"['NicholasHau', 'Ninja', 'sehnsucht']","['NicholasHau#6445', 'Ninja#3310', 'sehnsucht#31604']","['p040', '', 'p007']",4,14,0,0
