rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,5920,,human,"['Invigorate', 'Bogus', 'OldBoy']","['Invigorate#21720', 'Bogus#1733', 'OldBoy#21370']","['p068', 'p079', 'p119']",4,80,1,0
2,5813,,human,"['Sunny', 'benjiii', 'Kain']","['Sunny#23708', 'benjiii#1588', 'Kain#2164']","['p093', 'p090', 'p092']",4,31,0,0
3,5807,,orc,"['Invigorate', 'CdkEy', 'ALPHA']","['Invigorate#21720', 'CdkEy#21655', 'ALPHA#211874']","['p068', 'p117', 'p119']",4,39,0,0
4,5767,,orc,"['Thaedalius', 'Kiezel', 'RaZeR']","['Thaedalius#1362', 'Kiezel#1932', 'RaZeR#23389']","['p098', 'p094', 'p103']",4,37,0,0
5,5753,,orc,"['Aramis', 'CdkEy', 'ALPHA']","['Aramis#21180', 'CdkEy#21655', 'ALPHA#211874']","['p117', 'p117', 'p119']",4,30,0,0
6,5751,,random,"['ZeaL', 'HaNa', 'Gazlowe']","['ZeaL#31431', 'HaNa#31135', 'Gazlowe#31807']","['p034', 'p045', '']",4,21,0,0
7,5710,,orc,"['Chilango', 'CdkEy', 'ALPHA']","['Chilango#2420', 'CdkEy#21655', 'ALPHA#211874']","['p118', 'p117', 'p119']",4,21,0,0
8,5700,,night_elf,"['그냥그러네', 'ZeaL', 'HaNa']","['그냥그러네#31268', 'ZeaL#31431', 'HaNa#31135']","['p090', 'p034', 'p045']",4,35,0,0
9,5696,,night_elf,"['MaxPayNe', 'Remaster', 'ShowTime']","['MaxPayNe#3137', 'Remaster#31980', 'ShowTime#34896']","['', '', '']",4,15,0,0
10,5669,,orc,"['Bogus', 'Phynn9o', 'OldBoy']","['Bogus#1733', 'Phynn9o#2294', 'OldBoy#21370']","['p079', 'p111', 'p119']",4,28,0,0
11,5666,,night_elf,"['ReignDrops', 'Marrdreg', 'ZipiT']","['ReignDrops#1563', 'Marrdreg#1565', 'ZipiT#11236']","['', 'p004', '']",4,24,0,0
12,5630,,human,"['ReignDrops', 'Headshots7', 'D3STRUCTION']","['ReignDrops#1563', 'Headshots7#1111', 'D3STRUCTION#1391']","['', '', '']",4,20,0,0
13,5629,,human,"['Chausset', 'RemiChausset', 'slaffzaren']","['Chausset#2577', 'RemiChausset#1501', 'slaffzaren#2450']","['p072', 'p056', 'p032']",4,26,1,0
14,5626,,night_elf,"['MaxPayNe', 'Tricky', 'turtleoh']","['MaxPayNe#3137', 'Tricky#3454', 'turtleoh#3816']","['', '', '']",4,18,0,0
15,5605,,orc,"['MaxPayNe', 'turtleoh', 'JerKy']","['MaxPayNe#3137', 'turtleoh#3816', 'JerKy#31779']","['', '', '']",4,18,0,0
16,5604,,undead,"['Darkness', 'Nase', 'benjiii']","['Darkness#26456', 'Nase#21778', 'benjiii#1588']","['p083', 'p088', 'p090']",4,19,0,0
17,5583,,undead,"['Spanjie', 'sanex', 'BlueDevil777']","['Spanjie#2114', 'sanex#1311', 'BlueDevil777#2563']","['p113', 'p068', 'p068']",4,29,2,0
18,5570,,undead,"['Galen', 'EbonGhost', 'glowstick']","['Galen#11398', 'EbonGhost#15742', 'glowstick#11631']","['', 'p004', 'p022']",4,17,0,0
19,5567,,random,"['Yomanne', 'Impulse', 'Aegis']","['Yomanne#2441', 'Impulse#22117', 'Aegis#22930']","['p085', 'p113', 'p087']",4,19,0,0
20,5562,,orc,"['Zion', 'ShowTime', 'JerKy']","['Zion#31317', 'ShowTime#34896', 'JerKy#31779']","['', '', '']",4,22,0,0
21,5557,,orc,"['Tricky', 'turtleoh', 'JerKy']","['Tricky#3454', 'turtleoh#3816', 'JerKy#31779']","['', '', '']",4,20,0,0
22,5551,,night_elf,"['mountedurmom', 'ace4love', 'kenyi']","['mountedurmom#1875', 'ace4love#1874', 'kenyi#11130']","['', '', '']",4,21,0,0
23,5545,,human,"['콜드하트', 'BladeMaster', '네오캐슬']","['콜드하트#3251', 'BladeMaster#3612', '네오캐슬#3483']","['', '', '']",4,37,5,0
24,5543,,night_elf,"['한예유찬', '휴망이', '원주미친놈']","['한예유찬#3391', '휴망이#3764', '원주미친놈#3351']","['', '', '']",4,25,1,0
25,5543,,undead,"['Chris', 'N4pStaR', 'Showdown']","['Chris#26545', 'N4pStaR#2190', 'Showdown#21526']","['p071', 'p050', 'p071']",4,16,1,0
26,5528,,orc,"['Teutonis', 'Oggogg', 'Victory']","['Teutonis#2880', 'Oggogg#21698', 'Victory#1116']","['p118', 'p082', 'p112']",4,13,1,0
27,5527,,random,"['그냥그러네', 'HaNa', 'Gazlowe']","['그냥그러네#31268', 'HaNa#31135', 'Gazlowe#31807']","['p090', 'p045', '']",4,27,1,0
28,5527,,orc,"['kik', 'vart', 'penny5']","['kik#11606', 'vart#1332', 'penny5#11156']","['', '', '']",4,16,0,0
29,5522,,orc,"['Zion', 'turtleoh', 'JerKy']","['Zion#31317', 'turtleoh#3816', 'JerKy#31779']","['', '', '']",4,15,0,0
30,5518,,random,"['Affz', 'Obi3000', 'Hiro']","['Affz#11222', 'Obi3000#2747', 'Hiro#22106']","['p001', 'p038', 'p004']",4,9,0,0
31,5516,,human,"['Aramis', 'Invigorate', 'CdkEy']","['Aramis#21180', 'Invigorate#21720', 'CdkEy#21655']","['p117', 'p068', 'p117']",4,10,0,0
32,5503,,night_elf,"['DoSa', 'eMoL', '작은녹청전차']","['DoSa#31427', 'eMoL#31227', '작은녹청전차#31712']","['p087', '', '']",4,9,0,0
33,5494,,night_elf,"['LionClaw', 'Zion', 'ShowTime']","['LionClaw#31148', 'Zion#31317', 'ShowTime#34896']","['', '', '']",4,11,0,0
34,5482,,human,"['Miorine', '我是菜菜鸟', '露露缇耶']","['Miorine#1217', '我是菜菜鸟#3540', '露露缇耶#3542']","['', '', '']",4,10,0,0
35,5478,,orc,"['xingxing', 'Olivera', '灰虫']","['xingxing#11406', 'Olivera#3637', '灰虫#3736']","['', 'p003', '']",4,10,0,0
36,5461,,random,"['TimmiT', 'Burich', 'Tojara']","['TimmiT#2975', 'Burich', 'Tojara#1891']","['p055', 'p008', 'p111']",4,10,0,0
37,5457,,human,"['DwieTwarze', 'Bladestorm', 'Wiking']","['DwieTwarze#2534', 'Bladestorm#21464', 'Wiking#21750']","['p055', 'p097', 'p089']",4,29,2,0
38,5454,,human,"['Kiezel', 'RaZeR', 'OldBoy']","['Kiezel#1932', 'RaZeR#23389', 'OldBoy#21370']","['p094', 'p103', 'p119']",4,6,0,0
39,5445,,human,"['오잉잉', '박하사탕', 'Sunstone']","['오잉잉#3241', '박하사탕#31595', 'Sunstone#31318']","['', 'p015', '']",4,10,0,0
40,5444,,night_elf,"['eaz', 'Morphling', 'romirak']","['eaz#21823', 'Morphling#2651', 'romirak#21805']","['p054', 'p003', 'p049']",4,15,2,0
41,5442,,random,"['Pepperjack', 'Gouda', 'LiveLaughLuv']","['Pepperjack#11497', 'Gouda#11215', 'LiveLaughLuv#11523']","['', '', '']",4,17,1,0
42,5441,,undead,"['Galen', 'MiguelKodo', 'MerLiN']","['Galen#11398', 'MiguelKodo#1993', 'MerLiN#13929']","['', '', '']",4,11,0,0
43,5432,,orc,"['RandAlThor', 'Matrim', 'Elil1']","['RandAlThor#21895', 'Matrim#21964', 'Elil1#2384']","['p030', 'p043', 'p034']",4,12,1,0
