rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6311,human,human,['martian'],['martian#11822'],[''],5,61,4,0
2,5593,human,human,['CdkEy'],['CdkEy#21655'],['p032'],4,66,1,0
3,5293,human,human,['HopeOfSaints'],['HopeOfSaints#2668'],['p008'],4,446,151,0
4,5220,human,human,['JumpyWizard'],['JumpyWizard#2202208'],['p036'],4,14,1,0
5,5147,human,human,['DeMoN'],['DeMoN#13663'],[''],4,238,116,0
6,5097,human,human,['WhiteFang28'],['WhiteFang28#2496'],['p070'],4,8,4,0
7,5096,human,human,['archetype'],['archetype#21443'],[''],4,30,16,0
8,5094,human,human,['Thorrgrim'],['Thorrgrim#2563'],['p094'],4,4,1,0
9,5069,human,human,['powei0510'],['powei0510#1701'],[''],4,36,13,0
10,5025,human,human,['INYOURFACE'],['INYOURFACE#21527'],['p090'],4,207,96,0
11,5009,human,human,['Warmonger'],['Warmonger#1211'],[''],4,8,4,0
12,4921,human,human,['Kryshik'],['Kryshik#2295'],['p091'],3,14,6,0
13,4899,human,human,['Ganjzilla'],['Ganjzilla#1183'],[''],3,97,58,0
14,4887,human,human,['purize'],['purize#2381'],['p029'],3,8,3,0
15,4819,human,human,['BATTLETAGG'],['BATTLETAGG#21635'],['p038'],3,122,81,0
16,4730,human,human,['MonkeyAC'],['MonkeyAC#2570'],['p093'],3,192,118,0
17,4694,human,human,['JekyL72'],['JekyL72#1171'],['p029'],3,219,173,0
18,4649,human,human,['SanGOghost'],['SanGOghost#41605'],['p068'],3,756,382,0
19,4594,human,human,['Lestat'],['Lestat#1762'],['p008'],3,71,62,0
20,4566,human,human,['MrSmirnoff'],['MrSmirnoff#21921'],['p052'],3,8,7,0
21,4553,human,human,['Reako'],['Reako#2765'],['p004'],3,3,4,0
22,4543,human,human,['SuperNinja'],['SuperNinja#1187751'],[''],3,21,17,0
23,4521,human,human,['SilentStorm'],['SilentStorm#1257554'],[''],3,12,12,0
24,4497,human,human,['SilverHawk'],['SilverHawk#220182'],['p089'],3,13,14,0
25,4483,human,human,['GENERAL'],['GENERAL#23660'],[''],3,310,273,0
