rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6437,all,random,['StarBuck'],['StarBuck#2732'],['p110'],5,49,4,0
2,6107,all,undead,['OldMateDad'],['OldMateDad#1638'],['p039'],5,71,13,0
3,6064,all,random,['DoSa'],['DoSa#31427'],['p087'],5,49,9,0
4,6028,all,random,['DoSa'],['DoSa#31427'],['p087'],5,35,6,0
5,6010,all,human,['OldBoy'],['OldBoy#21370'],['p119'],5,40,6,0
6,6009,all,random,['Slater'],['Slater#21345'],['p087'],5,30,3,0
7,5959,all,random,['reusbvb'],['reusbvb#21819'],['p055'],4,19,4,0
8,5954,all,human,['amrolay'],['amrolay'],[''],4,30,7,0
9,5950,all,night_elf,['JungSuk'],['JungSuk#11883'],[''],4,13,3,0
10,5950,all,human,['sehnsucht'],['sehnsucht#31604'],['p007'],4,22,3,0
11,5930,all,orc,['PlumBat'],['PlumBat#14465'],[''],4,17,2,0
12,5929,all,orc,['BlueYeti'],['BlueYeti#17668'],[''],4,28,8,0
13,5920,all,random,['RiplEy'],['RiplEy#21126'],['p090'],4,15,2,0
14,5910,all,orc,['풋사과의반쪽'],['풋사과의반쪽#3225'],[''],4,15,2,0
15,5908,all,orc,['yanot'],['yanot#2329'],['p088'],4,16,1,0
16,5906,all,night_elf,['UuSsssss'],['UuSsssss#3611'],[''],4,31,7,0
17,5900,all,human,['StickyHands'],['StickyHands#2653'],['p027'],4,18,2,0
18,5900,all,orc,['SedaQ'],['SedaQ#2124'],[''],4,25,5,0
19,5884,all,human,['Ultra'],['Ultra#22935'],['p106'],4,18,4,0
20,5879,all,orc,['KeNzO'],['KeNzO#2609'],['p038'],4,24,4,0
21,5874,all,orc,['OrkBeserk'],['OrkBeserk#1285'],[''],4,61,23,0
22,5872,all,random,['gurada18'],['gurada18#3686'],['p051'],4,196,83,0
23,5867,all,human,['Zion'],['Zion#31317'],[''],4,20,5,0
24,5864,all,random,['MagicGnome'],['MagicGnome#221204'],['p001'],4,40,11,0
25,5854,all,human,['mumufighter'],['mumufighter#21125'],['p036'],4,35,12,0
26,5844,all,orc,['JamesZhan'],['JamesZhan#31760'],[''],4,133,43,0
27,5835,all,orc,['DiOneLife'],['DiOneLife#2159'],['p016'],4,34,10,0
28,5830,all,undead,['BabaJaga'],['BabaJaga#21275'],['p010'],4,21,6,0
29,5826,all,random,['Merlekiller'],['Merlekiller#2255'],['p110'],4,12,3,0
30,5819,all,orc,['lady'],['lady#31294'],[''],4,12,3,0
31,5813,all,undead,['김재키'],['김재키#3967'],[''],4,36,12,0
32,5808,all,random,['ilares'],['ilares#2227'],['p050'],4,42,16,0
33,5806,all,orc,['Vyacheslav'],['Vyacheslav#21502'],['p034'],4,42,14,0
34,5797,all,human,['Gatored'],['Gatored#2568'],[''],4,18,3,0
35,5793,all,random,['iseeddppl'],['iseeddppl#2696'],['p113'],4,75,27,0
36,5785,all,random,['湾岸'],['湾岸#3623'],[''],4,85,32,0
37,5781,all,human,['Lord0FHatred'],['Lord0FHatred#2126'],['p051'],4,15,2,0
38,5779,all,random,['Rici'],['Rici#2903'],['p055'],4,22,8,0
39,5773,all,human,['한예유찬'],['한예유찬#3391'],[''],4,17,2,0
40,5771,all,random,['Wabooz'],['Wabooz#1229'],['p052'],4,25,7,0
41,5765,all,undead,['BadrArmy'],['BadrArmy#2991'],['p051'],4,10,1,0
42,5752,all,random,['pirlo'],['pirlo#2588'],['p056'],4,64,16,0
43,5740,all,undead,['SanGOghost'],['SanGOghost#41605'],['p068'],4,13,1,0
44,5736,all,night_elf,['DoSa'],['DoSa#31427'],['p087'],4,10,2,0
45,5723,all,orc,['Comply'],['Comply#11551'],[''],4,46,19,0
46,5723,all,orc,['TrickyHunter'],['TrickyHunter#2149557'],['p037'],4,66,28,0
47,5721,all,night_elf,['Segunda'],['Segunda#2524'],['p001'],4,47,24,0
48,5715,all,night_elf,['eGGhead'],['eGGhead#11155'],[''],4,28,8,0
49,5715,all,orc,['땅게로'],['땅게로#3640'],[''],4,26,12,0
50,5714,all,night_elf,['Nawt'],['Nawt#21372'],['p049'],4,91,38,0
51,5708,all,night_elf,['Wicked'],['Wicked#2134'],['p055'],4,14,2,0
52,5704,all,human,['천년의사랑'],['천년의사랑#31973'],[''],4,15,1,0
53,5704,all,orc,['reusbvb'],['reusbvb#21819'],['p055'],4,13,3,0
54,5703,all,random,['eaz'],['eaz#21823'],['p054'],4,49,22,0
55,5694,all,random,['Henke'],['Henke#21148'],['p076'],4,10,0,0
56,5686,all,random,['DIMASAX'],['DIMASAX#2222'],[''],4,19,3,0
57,5678,all,random,['BigCat'],['BigCat#2996'],['p037'],4,17,5,0
58,5677,all,human,['ToughMint'],['ToughMint#3756'],[''],4,15,3,0
59,5669,all,undead,['큐트냥이'],['큐트냥이#3479'],[''],4,14,4,0
60,5667,all,human,['syNtec'],['syNtec#21170'],['p018'],4,7,2,0
61,5658,all,human,['Gemetzel'],['Gemetzel#11271'],[''],4,73,38,0
62,5656,all,orc,['Salabon'],['Salabon#21499'],['p036'],4,11,1,0
63,5655,all,human,['AngryPenguin'],['AngryPenguin#21599'],['p051'],4,15,3,0
64,5650,all,human,['Ran'],['Ran#31267'],[''],4,24,11,0
65,5645,all,undead,['oT100u'],['oT100u#2291'],['p119'],4,14,3,0
66,5644,all,random,['jasonguo'],['jasonguo#1973'],[''],4,20,7,0
67,5643,all,night_elf,['NagraRock'],['NagraRock#1809'],[''],4,12,1,0
68,5640,all,orc,['HyYyBriS'],['HyYyBriS#2549'],['p118'],4,20,8,0
69,5640,all,night_elf,['슈퍼그랑죠'],['슈퍼그랑죠#31523'],[''],4,82,34,0
70,5637,all,random,['DeDonski'],['DeDonski#2425'],['p056'],4,7,2,0
71,5635,all,orc,['DoSa'],['DoSa#31427'],['p087'],4,21,14,0
72,5631,all,orc,['ПроныраМорж'],['ПроныраМорж#2375'],['p035'],4,71,30,0
73,5630,all,night_elf,['HarveySpect'],['HarveySpect#21926'],['p079'],4,10,2,0
74,5628,all,undead,['Wabooz'],['Wabooz#1229'],['p052'],4,18,4,0
75,5625,all,night_elf,['C225U'],['C225U#1818'],['p045'],4,75,30,0
76,5618,all,random,['WBloomfield'],['WBloomfield#2640'],[''],4,19,5,0
77,5613,all,undead,['Impulse'],['Impulse'],['p001'],4,12,4,0
78,5611,all,human,['Niferpitou'],['Niferpitou#1917'],[''],4,10,2,0
79,5610,all,random,['DeathRipple'],['DeathRipple#1474'],['p113'],4,102,47,0
80,5608,all,human,['CrapGrenade'],['CrapGrenade#2508'],['p070'],4,23,9,0
81,5604,all,orc,['yanot'],['yanot#2329'],['p088'],4,24,8,0
82,5601,all,orc,['유튜브가라비'],['유튜브가라비#3271'],['p037'],4,22,6,0
83,5592,all,night_elf,['Eps'],['Eps#21998'],['p106'],4,6,0,0
84,5587,all,undead,['슈퍼마로'],['슈퍼마로#3681'],['p040'],4,31,16,0
85,5586,all,night_elf,['Spritzwein'],['Spritzwein#2436'],['p102'],4,15,5,0
86,5584,all,undead,['TimWeber2023'],['TimWeber2023#2384'],['p121'],4,13,5,0
87,5582,all,night_elf,['노력형'],['노력형#31624'],[''],4,97,53,0
88,5579,all,orc,['SheiMin'],['SheiMin#21942'],['p003'],4,6,0,0
89,5579,all,random,['RiverFlow'],['RiverFlow#1456'],[''],4,10,2,0
90,5577,all,random,['beAware'],['beAware#2558'],['p112'],4,60,27,0
91,5577,all,night_elf,['s3rij'],['s3rij#2862'],['p037'],4,26,11,0
92,5574,all,human,['ssb'],['ssb#2862'],['p031'],4,70,36,0
93,5571,all,random,['firestarsm'],['firestarsm#3672'],['p002'],4,23,7,0
94,5571,all,human,['NOEASYWAYOUT'],['NOEASYWAYOUT#2381'],['p091'],4,53,26,0
95,5569,all,human,['Count'],['Count#1250'],[''],4,30,14,0
96,5568,all,random,['BuzzT'],['BuzzT#1853'],['p056'],4,20,7,0
97,5566,all,random,['TheEDUCATOR'],['TheEDUCATOR#21753'],['p001'],4,224,103,0
98,5565,all,undead,['DBL'],['DBL#11379'],[''],4,16,6,0
99,5562,all,orc,['GoArsenalGo'],['GoArsenalGo#1299'],[''],4,15,8,0
100,5560,all,orc,['iNSUPERABLE'],['iNSUPERABLE#11842'],['p116'],4,13,7,0
101,5557,all,random,['Ponyhof'],['Ponyhof#21295'],[''],4,46,19,0
102,5556,all,random,['Pound'],['Pound#3703'],[''],4,15,4,0
103,5555,all,human,['Senti'],['Senti#2698'],['p029'],4,5,2,0
104,5553,all,random,['PeriNN'],['PeriNN#1298'],[''],4,14,3,0
105,5553,all,random,['Opeth'],['Opeth#21935'],['p092'],4,8,1,0
106,5553,all,night_elf,['Niferpitou'],['Niferpitou#1917'],[''],4,8,2,0
107,5552,all,orc,['Youngbrave'],['Youngbrave#1694'],[''],4,6,0,0
108,5552,all,human,['Madrack'],['Madrack#2693'],['p093'],4,89,47,0
109,5548,all,human,['GoStopper'],['GoStopper#2381'],['p093'],4,9,3,0
110,5547,all,human,['DesTrr0'],['DesTrr0#2165'],['p093'],4,8,2,0
111,5547,all,random,['lOwon'],['lOwon#31456'],[''],4,56,30,0
112,5545,all,night_elf,['pred'],['pred#21796'],['p048'],4,27,14,0
113,5544,all,orc,['Wc3ard'],['Wc3ard#2457'],['p097'],4,31,17,0
114,5543,all,human,['Lysy'],['Lysy#2437'],['p028'],4,16,5,0
115,5543,all,human,['PhatDss'],['PhatDss#1922'],[''],4,9,2,0
116,5540,all,night_elf,['ShowTime'],['ShowTime#34896'],[''],4,11,5,0
117,5540,all,undead,['Swaggie'],['Swaggie#11149'],[''],4,27,13,0
118,5540,all,random,['panghu'],['panghu#21169'],['p056'],4,16,8,0
119,5539,all,random,['phiL'],['phiL#24589'],['p031'],4,5,0,0
120,5538,all,human,['서쌤'],['서쌤#31106'],[''],4,29,16,0
121,5538,all,undead,['kraNkuNDGeiL'],['kraNkuNDGeiL#21697'],['p056'],4,18,7,0
122,5534,all,human,['Sinae'],['Sinae#2462'],['p003'],4,7,0,0
123,5534,all,orc,['BadrArmy'],['BadrArmy#2991'],['p051'],4,6,0,0
124,5533,all,random,['bread'],['bread#12238'],[''],4,19,5,0
125,5532,all,human,['Kepler'],['Kepler#21121'],['p070'],4,14,5,0
126,5531,all,orc,['Danato1500'],['Danato1500#2381'],['p051'],4,9,3,0
127,5529,all,undead,['Gogoplata'],['Gogoplata#21125'],['p083'],4,20,6,0
128,5527,all,undead,['kelol51'],['kelol51#2233'],['p054'],4,23,7,0
129,5527,all,human,['WorldEdit'],['WorldEdit#2941'],['p048'],4,11,3,0
130,5522,all,orc,['NavyRogue'],['NavyRogue#32558'],[''],4,15,4,0
131,5519,all,orc,['Fanliangxiao'],['Fanliangxiao#1100'],['p028'],4,12,2,0
132,5518,all,night_elf,['Dahong'],['Dahong#31270'],[''],4,9,4,0
133,5516,all,undead,['영맨'],['영맨#31691'],['p042'],4,64,33,0
134,5513,all,orc,['LoTTo'],['LoTTo#3878'],[''],4,7,1,0
135,5512,all,orc,['Maybe'],['Maybe#31387'],[''],4,6,3,0
136,5512,all,undead,['e3x678'],['e3x678#2926'],[''],4,16,6,0
137,5512,all,human,['围杀专用山丘'],['围杀专用山丘#3723'],[''],4,113,67,0
138,5511,all,human,['Aramis'],['Aramis#21180'],['p117'],4,5,0,0
