rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6356,human,human,['Aramis'],['Aramis#21180'],['p088'],5,55,0,0
2,5892,human,human,['Headshots7'],['Headshots7#1111'],[''],4,48,5,0
3,5852,human,human,['FlukeWin'],['FlukeWin#1776'],['p019'],4,36,13,0
4,5703,human,human,['ChamP'],['ChamP#12923'],['p002'],4,51,12,0
5,5655,human,human,['궁데이사냥꾼'],['궁데이사냥꾼#3117'],[''],4,34,15,0
6,5624,human,human,['Profe6'],['Profe6#1945'],['p001'],4,17,4,0
7,5596,human,human,['thys'],['thys#2993'],['p055'],4,11,1,0
8,5592,human,human,['Yamidante'],['Yamidante#2748'],[''],4,9,3,0
9,5565,human,human,['Liberty'],['Liberty#2294'],['p007'],4,26,17,0
10,5565,human,human,['Impulse'],['Impulse#22117'],['p113'],4,20,3,0
11,5543,human,human,['Bing'],['Bing#3318'],[''],4,24,9,0
12,5536,human,human,['ALPHA'],['ALPHA#211874'],['p119'],4,14,0,0
13,5522,human,human,['bennyleb'],['bennyleb#21129'],['p028'],4,8,3,0
14,5503,human,human,['Pablo'],['Pablo#22966'],['p032'],4,8,2,0
15,5484,human,human,['Yo00n'],['Yo00n#1296'],['p071'],4,23,10,0
16,5476,human,human,['쫀쫀이'],['쫀쫀이#31838'],[''],4,68,30,0
17,5472,human,human,['Alians'],['Alians#1718'],['p006'],4,10,3,0
18,5450,human,human,['Xsilen'],['Xsilen#2895'],['p030'],4,23,16,0
19,5427,human,human,['Fubnub'],['Fubnub#2720'],['p090'],4,6,0,0
20,5420,human,human,['sehnsucht'],['sehnsucht#31604'],['p007'],4,15,6,0
21,5411,human,human,['firestarsm'],['firestarsm#3672'],['p002'],4,5,0,0
22,5405,human,human,['mountedurmom'],['mountedurmom#1875'],[''],4,20,4,0
23,5362,human,human,['Serenity'],['Serenity#13466'],[''],4,6,1,0
24,5353,human,human,['gdaa'],['gdaa#11467'],[''],4,20,17,0
25,5340,human,human,['네오캐슬'],['네오캐슬#3483'],[''],4,6,1,0
