rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6021,human,human,['Affz'],['Affz#11222'],['p001'],5,140,19,0
2,5277,human,human,['Streuner'],['Streuner#1397'],['p036'],4,5,2,0
3,5274,human,human,['zaft'],['zaft#21649'],[''],4,4,2,0
4,5256,human,human,['Valden'],['Valden#2683'],['p103'],4,12,7,0
5,4977,human,human,['Korbi'],['Korbi#2319'],['p029'],3,64,60,0
6,4935,human,human,['nicokiller28'],['nicokiller28#1985'],[''],3,184,141,0
7,4838,human,human,['LordPavlo'],['LordPavlo#21442'],['p033'],3,17,16,0
8,4717,human,human,['flamearia'],['flamearia#3671'],[''],3,621,689,0
9,4648,human,human,['jorge'],['jorge#11715'],[''],3,139,175,0
10,4577,human,human,['SirRobbin'],['SirRobbin#1222'],[''],3,92,104,0
11,4476,human,human,['thomas'],['thomas#22186'],['p070'],3,85,121,0
12,4475,human,human,['Xander'],['Xander#2991'],[''],3,0,7,0
13,4454,human,human,['Redrum'],['Redrum#2776'],[''],3,27,21,0
14,4370,human,human,['Deathndecay'],['Deathndecay#1891'],[''],3,7,10,0
15,4370,human,human,['goodjun'],['goodjun#3387'],[''],3,30,40,0
16,4299,human,human,['miiniivirox'],['miiniivirox#1596'],[''],3,46,93,0
17,4293,human,human,['MuschyCat'],['MuschyCat#2273'],['p017'],3,94,115,0
18,4280,human,human,['EisDrache'],['EisDrache#229969'],['p029'],3,85,152,0
19,4216,human,human,['Skiller98'],['Skiller98#21655'],['p054'],3,58,98,0
20,4182,human,human,['Antasm'],['Antasm#21347'],['p056'],3,82,123,0
21,4087,human,human,['DCrypto'],['DCrypto#1512'],[''],3,205,324,0
22,3974,human,human,['CaluneFR'],['CaluneFR#2168'],['p072'],2,328,525,0
23,3940,human,human,['Taiwanese'],['Taiwanese#41182'],[''],2,85,110,0
24,3847,human,human,['PuckYou3688'],['PuckYou3688#1252'],[''],2,15,39,0
25,3634,human,human,['Munzy'],['Munzy#11296'],[''],2,16,35,0
