rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6772,human,human,['noEmotions'],['noEmotions#21896'],[''],5,57,4,0
2,6725,human,human,['BoX'],['BoX#12802'],[''],5,68,6,0
3,6701,human,human,['Leta'],['Leta#21458'],['p038'],5,121,25,0
4,6633,human,human,['Tekko1012'],['Tekko1012#2394'],['p029'],5,75,14,0
5,6607,human,human,['御天多多'],['御天多多#3755'],[''],5,614,236,0
6,6607,human,human,['SsuSsu'],['SsuSsu#31257'],['p028'],5,92,19,0
7,6597,human,human,['SsuSsu'],['SsuSsu#31257'],['p028'],5,26,1,0
8,6579,human,human,['HumanFans'],['HumanFans#11616'],[''],5,34,1,0
9,6553,human,human,['GarwenOne'],['GarwenOne#2148'],[''],5,50,7,0
10,6545,human,human,['HEISMAN'],['HEISMAN#11287'],['p029'],5,42,8,0
11,6542,human,human,['MisterWinner'],['MisterWinner#21670'],['p093'],5,63,15,0
12,6535,human,human,['Avernus'],['Avernus#2393'],['p111'],5,39,2,0
13,6515,human,human,['FQQxiaoz'],['FQQxiaoz#3410'],[''],5,63,19,0
14,6509,human,human,['TuiMao'],['TuiMao#11724'],[''],5,80,12,0
15,6508,human,human,['AlyDVD'],['AlyDVD#3203'],['p027'],5,34,3,0
16,6493,human,human,['이태리때타올'],['이태리때타올#3372'],['p027'],5,80,25,0
17,6487,human,human,['Dispel'],['Dispel#21615'],[''],5,165,66,0
18,6477,human,human,['Petter'],['Petter#21822'],['p029'],5,199,66,0
19,6451,human,human,['MagicGnome'],['MagicGnome#221204'],['p001'],5,34,3,0
20,6451,human,human,['Alexchen'],['Alexchen#1810'],[''],5,60,12,0
21,6451,human,human,['Zekk'],['Zekk#1106'],[''],5,26,2,0
22,6450,human,human,['이태리때타올'],['이태리때타올#3372'],['p027'],5,47,9,0
23,6448,human,human,['Sunny'],['Sunny#23708'],['p093'],5,53,8,0
24,6442,human,human,['AlyDVD'],['AlyDVD#3203'],['p027'],5,27,3,0
25,6404,human,human,['TrainY'],['TrainY#21418'],['p019'],5,88,30,0
26,6401,human,human,['Fabone'],['Fabone#21636'],['p054'],5,22,0,0
27,6398,human,human,['라이자'],['라이자#31715'],[''],5,94,32,0
28,6395,human,human,['Deathwing'],['Deathwing#12439'],[''],5,35,4,0
29,6331,human,human,['Changer'],['Changer#21493'],['p092'],5,21,3,0
30,6325,human,human,['겨울'],['겨울#32344'],[''],5,194,76,0
31,6323,human,human,['Genshin'],['Genshin#21121'],['p054'],5,255,119,0
32,6319,human,human,['Gaebolgfans'],['Gaebolgfans#1784'],[''],5,8,1,0
33,6316,human,human,['zeLt'],['zeLt#2310'],['p088'],5,79,25,0
34,6307,human,human,['HumanKingTom'],['HumanKingTom#11421'],[''],5,56,15,0
35,6306,human,human,['이태리때타올'],['이태리때타올#3372'],['p027'],5,167,79,0
36,6299,human,human,['수성의마녀'],['수성의마녀#3868'],[''],5,13,0,0
37,6292,human,human,['yggaM'],['yggaM#21143'],['p116'],5,54,13,0
38,6285,human,human,['Valdis'],['Valdis#2809'],['p028'],5,14,0,0
39,6269,human,human,['hebestar'],['hebestar#1811'],[''],5,117,22,0
40,6263,human,human,['Saint'],['Saint#23864'],[''],5,12,0,0
41,6262,human,human,['Bhutan'],['Bhutan#2936'],['p072'],5,28,3,0
42,6261,human,human,['Beretta'],['Beretta#21853'],[''],5,16,0,0
43,6250,human,human,['Nyar'],['Nyar#2380'],['p002'],5,68,26,0
44,6250,human,human,['KishMish'],['KishMish#21893'],['p069'],5,30,6,0
45,6247,human,human,['Dispel'],['Dispel#21615'],[''],5,20,2,0
46,6237,human,human,['Hsiao'],['Hsiao#31241'],[''],5,15,1,0
47,6232,human,human,['mlgoui'],['mlgoui#1806'],[''],5,111,4,0
48,6232,human,human,['Smallmealkit'],['Smallmealkit#3455'],['p007'],5,63,31,0
49,6227,human,human,['AlyDVD'],['AlyDVD#3203'],['p027'],5,3,2,0
50,6219,human,human,['ChinaRain'],['ChinaRain#2843'],[''],5,18,0,0
51,6209,human,human,['Impulse'],['Impulse'],['p001'],5,35,13,0
52,6203,human,human,['amrolay'],['amrolay#3976'],['p029'],5,25,4,0
53,6200,human,human,['flatnean'],['flatnean#3299'],[''],5,92,38,0
54,6198,human,human,['Skyfire'],['Skyfire#2832'],['p029'],5,99,36,0
55,6196,human,human,['pnixHebestar'],['pnixHebestar#1496'],[''],5,40,12,0
56,6196,human,human,['HBelafonte'],['HBelafonte#2548'],[''],5,14,0,0
57,6192,human,human,['Khazzan'],['Khazzan#2958'],[''],5,47,21,0
58,6178,human,human,['esasasasa'],['esasasasa#1930'],[''],5,109,38,0
59,6174,human,human,['jorgeAnCiel'],['jorgeAnCiel#1410'],['p002'],5,31,2,0
60,6167,human,human,['NiFi'],['NiFi#2184'],['p016'],5,18,2,0
61,6165,human,human,['cc20002002'],['cc20002002#1450'],[''],5,22,0,0
62,6165,human,human,['Rahvin'],['Rahvin#21552'],['p029'],5,6,2,0
