rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,7137,all,night_elf,['Sonik'],['Sonik#21222'],['p046'],5,111,7,0
2,7088,all,night_elf,['Alexchen'],['Alexchen#1810'],[''],5,436,72,0
3,6985,all,night_elf,['spyJi'],['spyJi#3762'],[''],5,94,12,0
4,6949,all,night_elf,['AccCreate'],['AccCreate#11956'],['p045'],5,237,63,0
5,6906,all,random,['StarBuck'],['StarBuck#2732'],['p110'],5,57,0,0
6,6900,all,random,['Abver'],['Abver#2162'],['p051'],5,11,0,0
7,6834,all,undead,['Anythings'],['Anythings#2698'],['p119'],5,120,28,0
8,6825,all,orc,['jaM'],['jaM#3253'],[''],5,336,101,0
9,6819,all,random,['RPTRFoggy'],['RPTRFoggy#2278'],['p004'],5,21,5,0
10,6800,all,random,['jaM'],['jaM#3253'],[''],5,557,179,0
11,6781,all,undead,['uAllGod'],['uAllGod#3751'],[''],5,84,9,0
12,6772,all,human,['noEmotions'],['noEmotions#21896'],[''],5,57,4,0
13,6768,all,night_elf,['Ethereal'],['Ethereal#1992'],['p003'],5,61,2,0
14,6768,all,night_elf,['RazerMoon'],['RazerMoon#21126'],['p079'],5,50,3,0
15,6749,all,night_elf,['jaM'],['jaM#3253'],[''],5,131,28,0
16,6742,all,undead,['Blast'],['Blast#22768'],['p109'],5,181,57,0
17,6725,all,human,['BoX'],['BoX#12802'],[''],5,68,6,0
18,6719,all,random,['Deathwing'],['Deathwing#12439'],[''],5,46,4,0
19,6717,all,night_elf,['Pokey26'],['Pokey26#1244'],['p004'],5,83,11,0
20,6707,all,night_elf,['Genshin'],['Genshin#21121'],['p054'],5,66,8,0
21,6707,all,undead,['EmilyHuttson'],['EmilyHuttson#1378'],['p001'],5,176,40,0
22,6700,all,human,['Leta'],['Leta#21458'],['p038'],5,119,25,0
23,6698,all,orc,['Thaedalius'],['Thaedalius#1362'],['p098'],5,131,1,0
24,6695,all,night_elf,['Deathwing'],['Deathwing#12439'],[''],5,47,3,0
25,6693,all,orc,['sorhj'],['sorhj#4536'],[''],5,18,3,0
26,6681,all,night_elf,['HiddenPants'],['HiddenPants#1265643'],[''],5,197,50,0
27,6678,all,night_elf,['ToRReNtE'],['ToRReNtE#21594'],['p047'],5,66,20,0
28,6673,all,orc,['Nov'],['Nov#21287'],['p075'],5,101,25,0
29,6672,all,orc,['Henke'],['Henke#21148'],['p076'],5,95,17,0
30,6669,all,night_elf,['Quicksand'],['Quicksand#21566'],['p003'],5,38,3,0
31,6660,all,orc,['Deathwing'],['Deathwing#12439'],[''],5,44,3,0
32,6658,all,undead,['FanDeBiao'],['FanDeBiao#2156'],[''],5,43,7,0
33,6657,all,orc,['Leta'],['Leta#21458'],['p038'],5,110,26,0
34,6653,all,night_elf,['blaST9Z'],['blaST9Z#2118'],['p077'],5,55,7,0
35,6638,all,night_elf,['Leta'],['Leta#21458'],['p038'],5,105,27,0
36,6633,all,human,['Tekko1012'],['Tekko1012#2394'],['p029'],5,75,14,0
37,6626,all,night_elf,['OoO'],['OoO#22770'],['p004'],5,88,17,0
38,6620,all,undead,['wuyeyoumin'],['wuyeyoumin#11316'],[''],5,88,19,0
39,6609,all,night_elf,['KnightKane'],['KnightKane#31815'],['p017'],5,66,13,0
40,6607,all,human,['御天多多'],['御天多多#3755'],[''],5,614,236,0
41,6607,all,human,['SsuSsu'],['SsuSsu#31257'],['p028'],5,92,19,0
42,6606,all,orc,['Grubby'],['Grubby#1278'],['p074'],5,48,6,0
43,6597,all,night_elf,['DesertFox'],['DesertFox#31642'],[''],5,29,0,0
44,6597,all,human,['SsuSsu'],['SsuSsu#31257'],['p028'],5,26,1,0
45,6594,all,orc,['LDK'],['LDK#21919'],['p038'],5,37,10,0
46,6584,all,night_elf,['BrianMoser'],['BrianMoser#2979'],['p099'],5,49,1,0
47,6579,all,human,['HumanFans'],['HumanFans#11616'],[''],5,34,1,0
48,6574,all,undead,['MoLi'],['MoLi#31166'],[''],5,61,7,0
49,6572,all,orc,['TheLastDance'],['TheLastDance#2869'],['p109'],5,52,6,0
50,6571,all,orc,['mikewang'],['mikewang#1378'],['p038'],5,91,20,0
51,6569,all,night_elf,['goods'],['goods#31869'],[''],5,221,62,0
52,6566,all,random,['Susiria'],['Susiria#11313'],[''],5,45,3,0
53,6556,all,undead,['ZueD'],['ZueD#2774'],['p043'],5,45,4,0
54,6553,all,human,['GarwenOne'],['GarwenOne#2148'],[''],5,50,7,0
55,6552,all,night_elf,['JG0005'],['JG0005#2402'],['p052'],5,42,6,0
56,6547,all,undead,['spycreed'],['spycreed#2536'],['p009'],5,60,9,0
57,6545,all,human,['HEISMAN'],['HEISMAN#11287'],['p029'],5,42,8,0
58,6542,all,human,['MisterWinner'],['MisterWinner#21670'],['p093'],5,63,15,0
59,6540,all,night_elf,['一号铭文'],['一号铭文#3132'],[''],5,61,10,0
60,6540,all,undead,['EmilyHuttson'],['EmilyHuttson#1378'],['p001'],5,89,22,0
61,6538,all,night_elf,['SalamatPO'],['SalamatPO#3487'],[''],5,41,5,0
62,6537,all,random,['SoRdodo'],['SoRdodo#1885'],[''],5,220,77,0
63,6533,all,orc,['fqqxiaokk'],['fqqxiaokk#3786'],[''],5,254,145,0
64,6533,all,random,['Leta'],['Leta#21458'],['p038'],5,63,12,0
65,6529,all,random,['Axslav'],['Axslav#11455'],[''],5,24,1,0
66,6524,all,undead,['HLA'],['HLA#21875'],[''],5,22,1,0
67,6523,all,undead,['Faker1337'],['Faker1337#3972'],['p001'],5,158,55,0
68,6522,all,orc,['WSB'],['WSB#31137'],['p121'],5,126,33,0
69,6522,all,orc,['Scars'],['Scars#21432'],['p075'],5,37,2,0
70,6521,all,orc,['Flopoks'],['Flopoks#2412'],['p034'],5,72,12,0
71,6517,all,human,['Avernus'],['Avernus#2393'],['p111'],5,38,2,0
72,6515,all,human,['FQQxiaoz'],['FQQxiaoz#3410'],[''],5,63,19,0
73,6509,all,human,['TuiMao'],['TuiMao#11724'],[''],5,80,12,0
74,6508,all,human,['AlyDVD'],['AlyDVD#3203'],['p027'],5,34,3,0
75,6507,all,orc,['Nazgrel'],['Nazgrel#21652'],['p051'],5,43,5,0
76,6504,all,undead,['SoMuch'],['SoMuch#11627'],[''],5,28,0,0
77,6498,all,undead,['Liqs'],['Liqs#21977'],['p004'],5,44,6,0
78,6493,all,human,['이태리때타올'],['이태리때타올#3372'],['p027'],5,80,25,0
79,6490,all,undead,['NightEnD'],['NightEnD#2938'],['p001'],5,46,5,0
80,6487,all,human,['Dispel'],['Dispel#21615'],[''],5,165,66,0
81,6480,all,night_elf,['RiverFlow'],['RiverFlow#1456'],[''],5,180,53,0
82,6477,all,human,['Petter'],['Petter#21822'],['p029'],5,199,66,0
83,6473,all,night_elf,['Gaebolgfans'],['Gaebolgfans#1784'],[''],5,140,29,0
84,6471,all,orc,['AzureShark'],['AzureShark#22959'],[''],5,36,5,0
85,6471,all,orc,['flatnean'],['flatnean#3299'],[''],5,132,45,0
86,6467,all,orc,['AzureShark'],['AzureShark#22959'],[''],5,43,5,0
87,6462,all,orc,['ChinaRain'],['ChinaRain#2843'],[''],5,4,1,0
88,6461,all,random,['AlyLuna'],['AlyLuna#3589'],[''],5,42,3,0
89,6461,all,orc,['Unknown'],['Unknown#26983'],['p086'],5,60,12,0
90,6460,all,night_elf,['KEVINWC3'],['KEVINWC3#2946'],['p048'],5,30,2,0
91,6456,all,undead,['crazytiger'],['crazytiger#31426'],[''],5,49,8,0
92,6454,all,orc,['LaprasOP'],['LaprasOP#2358'],[''],5,32,2,0
93,6451,all,human,['MagicGnome'],['MagicGnome#221204'],['p001'],5,34,3,0
94,6451,all,human,['Alexchen'],['Alexchen#1810'],[''],5,60,12,0
95,6451,all,human,['Zekk'],['Zekk#1106'],[''],5,26,2,0
96,6450,all,human,['이태리때타올'],['이태리때타올#3372'],['p027'],5,47,9,0
97,6449,all,orc,['LaprasOP'],['LaprasOP#2358'],[''],5,33,4,0
98,6448,all,human,['Sunny'],['Sunny#23708'],['p093'],5,53,8,0
99,6445,all,undead,['iceweever'],['iceweever#3248'],[''],5,5,1,0
100,6443,all,night_elf,['UuSsssss'],['UuSsssss#3611'],[''],5,70,18,0
101,6443,all,night_elf,['Catcher'],['Catcher#11327'],[''],5,48,18,0
102,6442,all,human,['AlyDVD'],['AlyDVD#3203'],['p027'],5,27,3,0
