rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,6167,human,human,['zeLt'],['zeLt#2310'],['p088'],5,150,35,0
2,5644,human,human,['Count'],['Count#1250'],[''],4,106,49,0
3,5617,human,human,['SergeYaha'],['SergeYaha#2444'],['p028'],4,675,358,0
4,5443,human,human,['Hiro'],['Hiro#22106'],['p004'],4,27,18,0
5,5418,human,human,['SpiderLanD'],['SpiderLanD#1665'],['p072'],4,33,17,0
6,5323,human,human,['Ba1Nd3rk3nu7'],['Ba1Nd3rk3nu7#2115'],['p031'],4,22,9,0
7,5212,human,human,['Zavye07'],['Zavye07#1851'],['p089'],4,12,7,0
8,5159,human,human,['hnh76'],['hnh76#1288'],['p056'],4,5,4,0
9,5122,human,human,['NOEASYWAYOUT'],['NOEASYWAYOUT#2381'],['p055'],4,5,4,0
10,5120,human,human,['진주'],['진주#3932'],['p071'],4,326,257,0
11,5089,human,human,['play4fun88'],['play4fun88#2297'],['p102'],4,35,28,0
12,5079,human,human,['OpalBison'],['OpalBison#1291'],[''],4,793,653,0
13,5027,human,human,['Lestat'],['Lestat#1762'],['p008'],4,140,133,0
14,5018,human,human,['Gorcilo'],['Gorcilo#21765'],['p073'],4,118,98,0
15,4995,human,human,['bhouse'],['bhouse#11700'],[''],3,94,26,0
16,4948,human,human,['dreamland'],['dreamland#11409'],[''],3,91,72,0
17,4939,human,human,['HeirofAngmar'],['HeirofAngmar#2671'],['p090'],3,42,39,0
18,4897,human,human,['PROCURSUS'],['PROCURSUS#2603'],['p007'],3,116,111,0
19,4876,human,human,['화끈한늑대'],['화끈한늑대#310781'],[''],3,52,56,0
20,4787,human,human,['Bearnacho'],['Bearnacho#1822'],['p031'],3,142,146,0
21,4782,human,human,['Darkmaster'],['Darkmaster#2207'],['p055'],3,57,26,0
22,4626,human,human,['LEITGF'],['LEITGF#1688'],[''],3,32,37,0
23,4625,human,human,['xDeRealx'],['xDeRealx#2959'],['p055'],3,24,36,0
24,4605,human,human,['Vega'],['Vega#21241'],['p034'],3,78,108,0
25,4604,human,human,['RazieL'],['RazieL#2757'],['p051'],3,46,69,0
