rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
1,7137,all,night_elf,['Sonik'],['Sonik#21222'],['p046'],5,110,7,0
2,7088,all,night_elf,['Alexchen'],['Alexchen#1810'],[''],5,436,72,0
3,6985,all,night_elf,['spyJi'],['spyJi#3762'],[''],5,94,12,0
4,6941,all,night_elf,['AccCreate'],['AccCreate#11956'],['p045'],5,232,63,0
5,6906,all,random,['StarBuck'],['StarBuck#2732'],['p110'],5,57,0,0
6,6900,all,random,['Abver'],['Abver#2162'],['p051'],5,11,0,0
7,6834,all,undead,['Anythings'],['Anythings#2698'],['p119'],5,120,28,0
8,6825,all,orc,['jaM'],['jaM#3253'],[''],5,336,101,0
9,6819,all,random,['RPTRFoggy'],['RPTRFoggy#2278'],['p004'],5,21,5,0
10,6800,all,random,['jaM'],['jaM#3253'],[''],5,557,179,0
11,6781,all,undead,['uAllGod'],['uAllGod#3751'],[''],5,84,9,0
12,6772,all,human,['noEmotions'],['noEmotions#21896'],[''],5,57,4,0
13,6768,all,night_elf,['Ethereal'],['Ethereal#1992'],['p003'],5,61,2,0
14,6768,all,night_elf,['RazerMoon'],['RazerMoon#21126'],['p079'],5,50,3,0
15,6749,all,night_elf,['jaM'],['jaM#3253'],[''],5,131,28,0
16,6742,all,undead,['Blast'],['Blast#22768'],['p109'],5,181,57,0
17,6725,all,human,['BoX'],['BoX#12802'],[''],5,68,6,0
18,6719,all,random,['Deathwing'],['Deathwing#12439'],[''],5,46,4,0
19,6717,all,night_elf,['Pokey26'],['Pokey26#1244'],['p004'],5,83,11,0
20,6707,all,night_elf,['Genshin'],['Genshin#21121'],['p054'],5,66,8,0
21,6707,all,undead,['EmilyHuttson'],['EmilyHuttson#1378'],['p001'],5,176,40,0
22,6695,all,night_elf,['Deathwing'],['Deathwing#12439'],[''],5,47,3,0
23,6693,all,orc,['sorhj'],['sorhj#4536'],[''],5,18,3,0
24,6689,all,human,['Leta'],['Leta#21458'],['p038'],5,111,25,0
25,6681,all,night_elf,['HiddenPants'],['HiddenPants#1265643'],[''],5,197,50,0
26,6678,all,night_elf,['ToRReNtE'],['ToRReNtE#21594'],['p047'],5,66,20,0
27,6673,all,orc,['Nov'],['Nov#21287'],['p075'],5,100,25,0
28,6669,all,night_elf,['Quicksand'],['Quicksand#21566'],['p003'],5,38,3,0
29,6664,all,orc,['Henke'],['Henke#21148'],['p098'],5,85,17,0
30,6660,all,orc,['Deathwing'],['Deathwing#12439'],[''],5,44,3,0
31,6658,all,undead,['FanDeBiao'],['FanDeBiao#2156'],[''],5,43,7,0
32,6654,all,orc,['Leta'],['Leta#21458'],['p038'],5,108,26,0
